Jurisdiction,Year,IPCC_cat_code,Product,tax_dummy,ets_dummy,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Nauru,1989,0,,,,,,
Nauru,1989,1,,,,,,
Nauru,1989,1A,Coal/peat,,,,,
Nauru,1989,1A,Natural gas,,,,,
Nauru,1989,1A,Oil,,,,,
Nauru,1989,1A1,Coal/peat,,,,,
Nauru,1989,1A1,Natural gas,,,,,
Nauru,1989,1A1,Oil,,,,,
Nauru,1989,1A1A,Coal/peat,,,,,
Nauru,1989,1A1A,Natural gas,,,,,
Nauru,1989,1A1A,Oil,,,,,
Nauru,1989,1A1A1,Coal/peat,,,,,
Nauru,1989,1A1A1,Natural gas,,,,,
Nauru,1989,1A1A1,Oil,,,,,
Nauru,1989,1A1A2,Coal/peat,,,,,
Nauru,1989,1A1A2,Natural gas,,,,,
Nauru,1989,1A1A2,Oil,,,,,
Nauru,1989,1A1A3,Coal/peat,,,,,
Nauru,1989,1A1A3,Natural gas,,,,,
Nauru,1989,1A1A3,Oil,,,,,
Nauru,1989,1A1B,Coal/peat,,,,,
Nauru,1989,1A1B,Natural gas,,,,,
Nauru,1989,1A1B,Oil,,,,,
Nauru,1989,1A1C,Coal/peat,,,,,
Nauru,1989,1A1C,Natural gas,,,,,
Nauru,1989,1A1C,Oil,,,,,
Nauru,1989,1A2,Coal/peat,,,,,
Nauru,1989,1A2,Natural gas,,,,,
Nauru,1989,1A2,Oil,,,,,
Nauru,1989,1A2A,Coal/peat,,,,,
Nauru,1989,1A2A,Natural gas,,,,,
Nauru,1989,1A2A,Oil,,,,,
Nauru,1989,1A2B,Coal/peat,,,,,
Nauru,1989,1A2B,Natural gas,,,,,
Nauru,1989,1A2B,Oil,,,,,
Nauru,1989,1A2C,Coal/peat,,,,,
Nauru,1989,1A2C,Natural gas,,,,,
Nauru,1989,1A2C,Oil,,,,,
Nauru,1989,1A2D,Coal/peat,,,,,
Nauru,1989,1A2D,Natural gas,,,,,
Nauru,1989,1A2D,Oil,,,,,
Nauru,1989,1A2E,Coal/peat,,,,,
Nauru,1989,1A2E,Natural gas,,,,,
Nauru,1989,1A2E,Oil,,,,,
Nauru,1989,1A2F,Coal/peat,,,,,
Nauru,1989,1A2F,Natural gas,,,,,
Nauru,1989,1A2F,Oil,,,,,
Nauru,1989,1A2G,Coal/peat,,,,,
Nauru,1989,1A2G,Natural gas,,,,,
Nauru,1989,1A2G,Oil,,,,,
Nauru,1989,1A2H,Coal/peat,,,,,
Nauru,1989,1A2H,Natural gas,,,,,
Nauru,1989,1A2H,Oil,,,,,
Nauru,1989,1A2I,Coal/peat,,,,,
Nauru,1989,1A2I,Natural gas,,,,,
Nauru,1989,1A2I,Oil,,,,,
Nauru,1989,1A2J,Coal/peat,,,,,
Nauru,1989,1A2J,Natural gas,,,,,
Nauru,1989,1A2J,Oil,,,,,
Nauru,1989,1A2K,Coal/peat,,,,,
Nauru,1989,1A2K,Natural gas,,,,,
Nauru,1989,1A2K,Oil,,,,,
Nauru,1989,1A2L,Coal/peat,,,,,
Nauru,1989,1A2L,Natural gas,,,,,
Nauru,1989,1A2L,Oil,,,,,
Nauru,1989,1A2M,Coal/peat,,,,,
Nauru,1989,1A2M,Natural gas,,,,,
Nauru,1989,1A2M,Oil,,,,,
Nauru,1989,1A3,Coal/peat,,,,,
Nauru,1989,1A3,Natural gas,,,,,
Nauru,1989,1A3,Oil,,,,,
Nauru,1989,1A3A,Coal/peat,,,,,
Nauru,1989,1A3A,Natural gas,,,,,
Nauru,1989,1A3A,Oil,,,,,
Nauru,1989,1A3A1,Coal/peat,,,,,
Nauru,1989,1A3A1,Natural gas,,,,,
Nauru,1989,1A3A1,Oil,,,,,
Nauru,1989,1A3A2,Coal/peat,,,,,
Nauru,1989,1A3A2,Natural gas,,,,,
Nauru,1989,1A3A2,Oil,,,,,
Nauru,1989,1A3B,Coal/peat,,,,,
Nauru,1989,1A3B,Natural gas,,,,,
Nauru,1989,1A3B,Oil,,,,,
Nauru,1989,1A3C,Coal/peat,,,,,
Nauru,1989,1A3C,Natural gas,,,,,
Nauru,1989,1A3C,Oil,,,,,
Nauru,1989,1A3D,Coal/peat,,,,,
Nauru,1989,1A3D,Natural gas,,,,,
Nauru,1989,1A3D,Oil,,,,,
Nauru,1989,1A3D1,Coal/peat,,,,,
Nauru,1989,1A3D1,Natural gas,,,,,
Nauru,1989,1A3D1,Oil,,,,,
Nauru,1989,1A3D2,Coal/peat,,,,,
Nauru,1989,1A3D2,Natural gas,,,,,
Nauru,1989,1A3D2,Oil,,,,,
Nauru,1989,1A3E,Coal/peat,,,,,
Nauru,1989,1A3E,Natural gas,,,,,
Nauru,1989,1A3E,Oil,,,,,
Nauru,1989,1A3E1,Coal/peat,,,,,
Nauru,1989,1A3E1,Natural gas,,,,,
Nauru,1989,1A3E1,Oil,,,,,
Nauru,1989,1A4,Coal/peat,,,,,
Nauru,1989,1A4,Natural gas,,,,,
Nauru,1989,1A4,Oil,,,,,
Nauru,1989,1A4A,Coal/peat,,,,,
Nauru,1989,1A4A,Natural gas,,,,,
Nauru,1989,1A4A,Oil,,,,,
Nauru,1989,1A4B,Coal/peat,,,,,
Nauru,1989,1A4B,Natural gas,,,,,
Nauru,1989,1A4B,Oil,,,,,
