,"Québec Cap-and-Trade System",,,,,,,," ","Ontario Cap-and-Trade Program (2017-2018)",,,,,,,," ","Nova Scotia Cap-and-Trade Program (2019-2022)",,,,,," ","China National Emissions Trading System",,,," ","Shenzhen (Pilot) Emissions Trading System",,,,," ","Shanghai (Pilot) Emissions Trading System",,,,," ","Beijing (Pilot) Emissions Trading System",,,,," ","Guangdong (Pilot) Emissions Trading System",,,,," ","Tianjin (Pilot) Emissions Trading System",,,,," ","Hubei (Pilot) Emissions Trading System",,,,," ","Chongqing (Pilot) Emissions Trading System",,,,," ","Fujian (Pilot) Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2025-04-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122127331,0.136952979,CNY,70.11," ",0.122127331,0.136952979,CNY,,46.75," ",0.122127331,0.136952979,CNY,,65.7," ",0.122127331,0.136952979,CNY,,103.5," ",0.122127331,0.136952979,CNY,,38.91," ",0.122127331,0.136952979,CNY,,40," ",0.122127331,0.136952979,CNY,,41," ",0.122127331,0.136952979,CNY,,35.75," ",0.122127331,0.136952979,CNY,24.3," ",,,,," ",,,,," ",1,1.121395,EUR,65.05,," ",0.00061742,0.000692372,KRW,,8790," ",,,,,,,,," ",0.517734812,0.58058523,NZD,,,,,49," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.01," ",0.122994027,0.13871325,CNY,,47.5," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,103.5," ",0.122994027,0.13871325,CNY,,38.02," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,34," ",0.122994027,0.13871325,CNY,26.5," ",,,,," ",,,,," ",1,1.127804762,EUR,67.88,," ",,,,,," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,51.1," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-07,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70," ",0.122994027,0.13871325,CNY,,47.5," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,103.5," ",0.122994027,0.13871325,CNY,,37.97," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,40.93," ",0.122994027,0.13871325,CNY,,34.03," ",0.122994027,0.13871325,CNY,26.5," ",,,,," ",,,,," ",,,,,," ",0.000635844,0.000717108,KRW,,8770," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,52.08," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-08,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.35," ",0.122994027,0.13871325,CNY,,47.5," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,103.5," ",0.122994027,0.13871325,CNY,,38," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,38.28," ",0.122994027,0.13871325,CNY,,34.03," ",0.122994027,0.13871325,CNY,26.5," ",,,,," ",,,,," ",1,1.127804762,EUR,70.3,," ",0.000635844,0.000717108,KRW,,8760," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,52.58," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.3," ",0.122994027,0.13871325,CNY,,45," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,41.66," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,40.8," ",0.122994027,0.13871325,CNY,,31.01," ",0.122994027,0.13871325,CNY,26.5," ",,,,," ",,,,," ",1,1.127804762,EUR,70.2,," ",0.000635844,0.000717108,KRW,,8800," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,52.67," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.5," ",0.122994027,0.13871325,CNY,,45.01," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,38.22," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,40.8," ",0.122994027,0.13871325,CNY,,31.46," ",0.122994027,0.13871325,CNY,26.5," ",,,,," ",,,,," ",1,1.127804762,EUR,71.01,," ",0.000635844,0.000717108,KRW,,8810," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,52.88," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.5," ",0.122994027,0.13871325,CNY,,45.01," ",0.122994027,0.13871325,CNY,,63," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,41.15," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,38.03," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,71.69,," ",0.000635844,0.000717108,KRW,,8900," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,53.47," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.82," ",0.122994027,0.13871325,CNY,,46.55," ",0.122994027,0.13871325,CNY,,63," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,38.5," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,38.59," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,71.85,," ",0.000635844,0.000717108,KRW,8900,8910," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,54.42," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.93," ",0.122994027,0.13871325,CNY,,44.14," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,40.65," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,38.09," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,70.11,," ",0.000635844,0.000717108,KRW,,8910," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.57," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-16,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,71," ",0.122994027,0.13871325,CNY,,44.14," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,39.74," ",0.122994027,0.13871325,CNY,,40.88," ",0.122994027,0.13871325,CNY,,40.88," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,72.94,," ",0.000635844,0.000717108,KRW,,8910," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.48," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.99," ",0.122994027,0.13871325,CNY,,44.92," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,113," ",0.122994027,0.13871325,CNY,,38.75," ",0.122994027,0.13871325,CNY,,40.68," ",0.122994027,0.13871325,CNY,,38.05," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,69.44,," ",0.000635844,0.000717108,KRW,,8920," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.7," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.96," ",0.122994027,0.13871325,CNY,,45.02," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,104.73," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,,40.68," ",0.122994027,0.13871325,CNY,,39," ",0.122994027,0.13871325,CNY,,31," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,70.69,," ",0.000635844,0.000717108,KRW,,8940," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,54.25," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.03," ",0.122994027,0.13871325,CNY,,42.74," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,115.2," ",0.122994027,0.13871325,CNY,,37.04," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,39.51," ",0.122994027,0.13871325,CNY,,34.1," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,71.84,," ",0.000635844,0.000717108,KRW,,8950," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,54.49," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-23,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,70.42," ",0.122994027,0.13871325,CNY,,42," ",0.122994027,0.13871325,CNY,,67.81," ",0.122994027,0.13871325,CNY,,115.2," ",0.122994027,0.13871325,CNY,,37.28," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,39.02," ",0.122994027,0.13871325,CNY,,37.5," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,71.11,," ",0.000635844,0.000717108,KRW,,8950," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.17," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-26,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,69.69," ",0.122994027,0.13871325,CNY,,42.64," ",0.122994027,0.13871325,CNY,,70," ",0.122994027,0.13871325,CNY,,115.2," ",0.122994027,0.13871325,CNY,,36.15," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,39.04," ",0.122994027,0.13871325,CNY,,37.5," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635844,0.000717108,KRW,,8950," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.22," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,68.98," ",0.122994027,0.13871325,CNY,,41.06," ",0.122994027,0.13871325,CNY,,70," ",0.122994027,0.13871325,CNY,,115.2," ",0.122994027,0.13871325,CNY,,37.07," ",0.122994027,0.13871325,CNY,,41," ",0.122994027,0.13871325,CNY,,39," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,71.51,," ",0.000635844,0.000717108,KRW,,8950," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,54.52," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-28,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,68.92," ",0.122994027,0.13871325,CNY,,40.7," ",0.122994027,0.13871325,CNY,,71.5," ",0.122994027,0.13871325,CNY,,105.22," ",0.122994027,0.13871325,CNY,,38.61," ",0.122994027,0.13871325,CNY,,41.5," ",0.122994027,0.13871325,CNY,,38.66," ",0.122994027,0.13871325,CNY,,40," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",1,1.127804762,EUR,70.54,," ",0.000635844,0.000717108,KRW,,8960," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.17," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-29,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,68.48," ",0.122994027,0.13871325,CNY,,41.01," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,115," ",0.122994027,0.13871325,CNY,,37.77," ",0.122994027,0.13871325,CNY,,42," ",0.122994027,0.13871325,CNY,,40.44," ",0.122994027,0.13871325,CNY,,39.99," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635844,0.000717108,KRW,,8960," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.25," ",,,,,,,,,," ",,,,,,,,,,," "
2025-05-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.122994027,0.13871325,CNY,68.26," ",0.122994027,0.13871325,CNY,,41.01," ",0.122994027,0.13871325,CNY,,65," ",0.122994027,0.13871325,CNY,,122," ",0.122994027,0.13871325,CNY,,38.97," ",0.122994027,0.13871325,CNY,,42," ",0.122994027,0.13871325,CNY,,40.44," ",0.122994027,0.13871325,CNY,,41.25," ",0.122994027,0.13871325,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635844,0.000717108,KRW,,8940," ",,,,,,,,," ",0.526343519,0.593612727,NZD,,,,,55.48," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-03,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,67.51," ",0.120922609,0.139256779,CNY,,44," ",0.120922609,0.139256779,CNY,,65," ",0.120922609,0.139256779,CNY,,122," ",0.120922609,0.139256779,CNY,,37.13," ",0.120922609,0.139256779,CNY,,42," ",0.120922609,0.139256779,CNY,,40.03," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,70.61,," ",,,,,," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,55.28," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-04,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,67.58," ",0.120922609,0.139256779,CNY,,43.75," ",0.120922609,0.139256779,CNY,,65," ",0.120922609,0.139256779,CNY,,122," ",0.120922609,0.139256779,CNY,,37.01," ",0.120922609,0.139256779,CNY,,43," ",0.120922609,0.139256779,CNY,,38.51," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635404,0.000731743,KRW,,8860," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,55.42," ",0.868342706,1,USD,58.51,25.85,60.43,77.63,94.85,," ",,,,,,,,,,," "
2025-06-05,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,68.64," ",0.120922609,0.139256779,CNY,,44.92," ",0.120922609,0.139256779,CNY,,65," ",0.120922609,0.139256779,CNY,,122," ",0.120922609,0.139256779,CNY,,37.2," ",0.120922609,0.139256779,CNY,,43," ",0.120922609,0.139256779,CNY,,38.85," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,72.54,," ",0.000635404,0.000731743,KRW,,8830," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56.32," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,68.96," ",0.120922609,0.139256779,CNY,,42.67," ",0.120922609,0.139256779,CNY,,65," ",0.120922609,0.139256779,CNY,,115," ",0.120922609,0.139256779,CNY,,37.66," ",0.120922609,0.139256779,CNY,,43," ",0.120922609,0.139256779,CNY,,39.76," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,72.3,," ",,,,,," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,68.64," ",0.120922609,0.139256779,CNY,,43.6," ",0.120922609,0.139256779,CNY,,71.47," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37," ",0.120922609,0.139256779,CNY,,40," ",0.120922609,0.139256779,CNY,,38.16," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635404,0.000731743,KRW,,8830," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56.46," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-10,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,68.59," ",0.120922609,0.139256779,CNY,,43.17," ",0.120922609,0.139256779,CNY,,71.45," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37.02," ",0.120922609,0.139256779,CNY,,40," ",0.120922609,0.139256779,CNY,,40.05," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,72.16,," ",0.000635404,0.000731743,KRW,,8790," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56.98," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-11,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,69.36," ",0.120922609,0.139256779,CNY,,42.9," ",0.120922609,0.139256779,CNY,,71.4," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37.8," ",0.120922609,0.139256779,CNY,,40," ",0.120922609,0.139256779,CNY,,39.45," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,73.5,," ",0.000635404,0.000731743,KRW,8790,8730," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56.71," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,70.08," ",0.120922609,0.139256779,CNY,,43.41," ",0.120922609,0.139256779,CNY,,65.52," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37," ",0.120922609,0.139256779,CNY,,40.95," ",0.120922609,0.139256779,CNY,,39," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,72.71,," ",0.000635404,0.000731743,KRW,,8770," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,56.94," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,71.03," ",0.120922609,0.139256779,CNY,,43.41," ",0.120922609,0.139256779,CNY,,68.16," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37.01," ",0.120922609,0.139256779,CNY,,40.95," ",0.120922609,0.139256779,CNY,,38.95," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,75.36,," ",0.000635404,0.000731743,KRW,,8830," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,57.05," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-16,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,73.1," ",0.120922609,0.139256779,CNY,,43.41," ",0.120922609,0.139256779,CNY,,68.43," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37.07," ",0.120922609,0.139256779,CNY,,40.95," ",0.120922609,0.139256779,CNY,,40.36," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,74.51,," ",0.000635404,0.000731743,KRW,,8820," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,57.13," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-17,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,73.72," ",0.120922609,0.139256779,CNY,,43.8," ",0.120922609,0.139256779,CNY,,66.69," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,36.87," ",0.120922609,0.139256779,CNY,,40.53," ",0.120922609,0.139256779,CNY,,39.1," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,74.05,," ",0.000635404,0.000731743,KRW,,8810," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,57.23," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,73.42," ",0.120922609,0.139256779,CNY,,43.95," ",0.120922609,0.139256779,CNY,,70.75," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,36.62," ",0.120922609,0.139256779,CNY,,39.9," ",0.120922609,0.139256779,CNY,,39," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",,,,,," ",0.000635404,0.000731743,KRW,,8820," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,68,193,242,57.88," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,74.83," ",0.120922609,0.139256779,CNY,,43.98," ",0.120922609,0.139256779,CNY,,71.22," ",0.120922609,0.139256779,CNY,,117," ",0.120922609,0.139256779,CNY,,37.03," ",0.120922609,0.139256779,CNY,,37," ",0.120922609,0.139256779,CNY,,39.99," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,73.48,," ",0.000635404,0.000731743,KRW,,8840," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,58.05," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,73.7," ",0.120922609,0.139256779,CNY,,43.98," ",0.120922609,0.139256779,CNY,,71.04," ",0.120922609,0.139256779,CNY,,110," ",0.120922609,0.139256779,CNY,,36.99," ",0.120922609,0.139256779,CNY,,34," ",0.120922609,0.139256779,CNY,,39.35," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,71.97,," ",0.000635404,0.000731743,KRW,,8830," ",,,,,,,,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-23,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,75.29," ",0.120922609,0.139256779,CNY,,44," ",0.120922609,0.139256779,CNY,,70.9," ",0.120922609,0.139256779,CNY,,99.15," ",0.120922609,0.139256779,CNY,,36.06," ",0.120922609,0.139256779,CNY,,33," ",0.120922609,0.139256779,CNY,,39.35," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,25," ",,,,," ",,,,," ",1,1.151619048,EUR,72,," ",0.000635404,0.000731743,KRW,,8820," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,59.1," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-24,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,74.87," ",0.120922609,0.139256779,CNY,,43.65," ",0.120922609,0.139256779,CNY,,67.07," ",0.120922609,0.139256779,CNY,,109.07," ",0.120922609,0.139256779,CNY,,36.75," ",0.120922609,0.139256779,CNY,,31.5," ",0.120922609,0.139256779,CNY,,38.8," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,23," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,72.91,," ",0.000635404,0.000731743,KRW,,8790," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,59.2," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-25,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,75.46," ",0.120922609,0.139256779,CNY,,43.43," ",0.120922609,0.139256779,CNY,,69.5," ",0.120922609,0.139256779,CNY,,109.07," ",0.120922609,0.139256779,CNY,,36.32," ",0.120922609,0.139256779,CNY,,31.5," ",0.120922609,0.139256779,CNY,,38.02," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,23," ",,,,," ",,,,," ",1,1.151619048,EUR,71.72,," ",0.000635404,0.000731743,KRW,,8710," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,59.33," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-26,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,77.18," ",0.120922609,0.139256779,CNY,,43.5," ",0.120922609,0.139256779,CNY,,68.23," ",0.120922609,0.139256779,CNY,,115.63," ",0.120922609,0.139256779,CNY,,36.33," ",0.120922609,0.139256779,CNY,,39," ",0.120922609,0.139256779,CNY,,39.33," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,24.98," ",1,1.151619048,EUR,55," ",,,,," ",1,1.151619048,EUR,69.46,," ",0.000635404,0.000731743,KRW,,8670," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,59," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,77.53," ",0.120922609,0.139256779,CNY,,43.5," ",0.120922609,0.139256779,CNY,,67.61," ",0.120922609,0.139256779,CNY,,115.63," ",0.120922609,0.139256779,CNY,,37.22," ",0.120922609,0.139256779,CNY,,39," ",0.120922609,0.139256779,CNY,,41," ",0.120922609,0.139256779,CNY,,41.25," ",0.120922609,0.139256779,CNY,24.98," ",,,,," ",,,,," ",1,1.151619048,EUR,69.4,," ",0.000635404,0.000731743,KRW,,8680," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,58.92," ",,,,,,,,,," ",,,,,,,,,,," "
2025-06-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",0.120922609,0.139256779,CNY,73.06," ",0.120922609,0.139256779,CNY,,43.91," ",0.120922609,0.139256779,CNY,,74.02," ",0.120922609,0.139256779,CNY,,115.63," ",0.120922609,0.139256779,CNY,,37.96," ",0.120922609,0.139256779,CNY,,39," ",0.120922609,0.139256779,CNY,,41," ",0.120922609,0.139256779,CNY,,41," ",0.120922609,0.139256779,CNY,24.8," ",,,,," ",,,,," ",1,1.151619048,EUR,68.95,," ",0.000635404,0.000731743,KRW,,8700," ",,,,,,,,," ",0.523511757,0.602886111,NZD,,,,,58.45," ",,,,,,,,,," ",,,,,,,,,,," "
