scheme_id,year,ghg,product,rate,currency_code,source,comment
ury_tax,2022,CO2,Coal,,UYU,,
ury_tax,2022,CO2,Natural gas,,UYU,,
ury_tax,2022,CO2,Oil,5645.45,UYU,,
ury_tax,2023,CO2,Coal,,UYU,,
ury_tax,2023,CO2,Natural gas,,UYU,,
ury_tax,2023,CO2,Oil,6024,UYU,,
ury_tax,2024,CO2,Coal,,UYU,,
ury_tax,2024,CO2,Natural gas,,UYU,,
ury_tax,2024,CO2,Oil,6373,UYU,,
ury_tax,2025,CO2,Coal,,UYU,URY-TAX-DEC-441-2021,
ury_tax,2025,CO2,Natural gas,,UYU,URY-TAX-DEC-441-2021,
ury_tax,2025,CO2,Oil,6704,UYU,URY-TAX-DEC-441-2021,
