scheme_id,year,ghg,product,rate,currency_code,source,comment
mex_gj_tax,2023,CO2,Coal,0,MXN,,
mex_gj_tax,2023,CO2,Oil,0,MXN,,
mex_gj_tax,2023,CO2,Natural Gas,0,MXN,,
mex_gj_tax,2023,CH4,Coal,0,MXN,,
mex_gj_tax,2023,CH4,Oil,0,MXN,,
mex_gj_tax,2023,CH4,Natural Gas,0,MXN,,
mex_gj_tax,2023,N2O,Coal,0,MXN,,
mex_gj_tax,2023,N2O,Oil,0,MXN,,
mex_gj_tax,2023,N2O,Natural Gas,0,MXN,,
mex_gj_tax,2023,F-gases,NA,0,MXN,,
mex_gj_tax,2023,SF6,NA,0,MXN,,
mex_gj_tax,2024,CO2,Coal,45,MXN,,
mex_gj_tax,2024,CO2,Oil,45,MXN,,
mex_gj_tax,2024,CO2,Natural Gas,45,MXN,,
mex_gj_tax,2024,CH4,Coal,45,MXN,,
mex_gj_tax,2024,CH4,Oil,45,MXN,,
mex_gj_tax,2024,CH4,Natural Gas,45,MXN,,
mex_gj_tax,2024,N2O,Coal,45,MXN,,
mex_gj_tax,2024,N2O,Oil,45,MXN,,
mex_gj_tax,2024,N2O,Natural Gas,45,MXN,,
mex_gj_tax,2024,F-gases,NA,45,MXN,,
mex_gj_tax,2024,SF6,NA,45,MXN,,
