scheme_id,year,ghg,product,rate,currency_code,source,comment
mex_qe_tax,2022,CO2,Coal,,MXN,,
mex_qe_tax,2022,CO2,Oil,,MXN,,
mex_qe_tax,2022,CO2,Natural gas,,MXN,,
mex_qe_tax,2023,CO2,Coal,580.94,MXN,,
mex_qe_tax,2023,CO2,Oil,580.94,MXN,,
mex_qe_tax,2023,CO2,Natural gas,580.94,MXN,,
mex_qe_tax,2024,CO2,Coal,607.99,MXN,,
mex_qe_tax,2024,CO2,Oil,607.99,MXN,,
mex_qe_tax,2024,CO2,Natural gas,607.99,MXN,,
mex_qe_tax,2022,CH4,NA,,MXN,,
mex_qe_tax,2023,CH4,NA,580.94,MXN,,
mex_qe_tax,2024,CH4,NA,607.99,MXN,,
mex_qe_tax,2022,HFCs,NA,,MXN,,
mex_qe_tax,2023,HFCs,NA,580.94,MXN,,
mex_qe_tax,2024,HFCs,NA,607.99,MXN,,
mex_qe_tax,2022,PFCs,NA,,MXN,,
mex_qe_tax,2023,PFCs,NA,580.94,MXN,,
mex_qe_tax,2024,PFCs,NA,607.99,MXN,,
mex_qe_tax,2022,SF6,NA,,MXN,,
mex_qe_tax,2023,SF6,NA,580.94,MXN,,
mex_qe_tax,2024,SF6,NA,607.99,MXN,,
mex_qe_tax,2022,N2O,NA,,MXN,,
mex_qe_tax,2023,N2O,NA,580.94,MXN,,
mex_qe_tax,2024,N2O,NA,607.99,MXN,,
