scheme_id,year,ghg,product,rate,currency_code,source,comment
nor_tax_II,1991,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1992,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1993,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1994,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1995,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1996,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1997,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1998,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,1999,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2000,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2001,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2002,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2003,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2004,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2005,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2006,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2007,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2008,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2009,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2010,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2011,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2012,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2013,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2014,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2015,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2016,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2017,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2018,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2019,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2020,,Coal/peat,NA,NOK,leg(NOR[1990]),
nor_tax_II,2021,,Coal/peat,NA,NOK,,
nor_tax_II,1991,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1992,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1993,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1994,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1995,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1996,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1997,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1998,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,1999,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,2000,,Oil,,NOK,leg(NOR[1990]),
nor_tax_II,2001,,Oil,,NOK,leg(NOR[1990]),
