Jurisdiction,Year,IPCC_cat_code,Product,tax_dummy,ets_dummy,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Sichuan Province,1989,0,,,,,,
Sichuan Province,1989,1,,,,,,
Sichuan Province,1989,1A,Coal/peat,,,,,
Sichuan Province,1989,1A,Natural gas,,,,,
Sichuan Province,1989,1A,Oil,,,,,
Sichuan Province,1989,1A1,Coal/peat,,,,,
Sichuan Province,1989,1A1,Natural gas,,,,,
Sichuan Province,1989,1A1,Oil,,,,,
Sichuan Province,1989,1A1A,Coal/peat,,,,,
Sichuan Province,1989,1A1A,Natural gas,,,,,
Sichuan Province,1989,1A1A,Oil,,,,,
Sichuan Province,1989,1A1A1,Coal/peat,,,,,
Sichuan Province,1989,1A1A1,Natural gas,,,,,
Sichuan Province,1989,1A1A1,Oil,,,,,
Sichuan Province,1989,1A1A2,Coal/peat,,,,,
Sichuan Province,1989,1A1A2,Natural gas,,,,,
Sichuan Province,1989,1A1A2,Oil,,,,,
Sichuan Province,1989,1A1A3,Coal/peat,,,,,
Sichuan Province,1989,1A1A3,Natural gas,,,,,
Sichuan Province,1989,1A1A3,Oil,,,,,
Sichuan Province,1989,1A1B,Coal/peat,,,,,
Sichuan Province,1989,1A1B,Natural gas,,,,,
Sichuan Province,1989,1A1B,Oil,,,,,
Sichuan Province,1989,1A1C,Coal/peat,,,,,
Sichuan Province,1989,1A1C,Natural gas,,,,,
Sichuan Province,1989,1A1C,Oil,,,,,
Sichuan Province,1989,1A2,Coal/peat,,,,,
Sichuan Province,1989,1A2,Natural gas,,,,,
Sichuan Province,1989,1A2,Oil,,,,,
Sichuan Province,1989,1A2A,Coal/peat,,,,,
Sichuan Province,1989,1A2A,Natural gas,,,,,
Sichuan Province,1989,1A2A,Oil,,,,,
Sichuan Province,1989,1A2B,Coal/peat,,,,,
Sichuan Province,1989,1A2B,Natural gas,,,,,
Sichuan Province,1989,1A2B,Oil,,,,,
Sichuan Province,1989,1A2C,Coal/peat,,,,,
Sichuan Province,1989,1A2C,Natural gas,,,,,
Sichuan Province,1989,1A2C,Oil,,,,,
Sichuan Province,1989,1A2D,Coal/peat,,,,,
Sichuan Province,1989,1A2D,Natural gas,,,,,
Sichuan Province,1989,1A2D,Oil,,,,,
Sichuan Province,1989,1A2E,Coal/peat,,,,,
Sichuan Province,1989,1A2E,Natural gas,,,,,
Sichuan Province,1989,1A2E,Oil,,,,,
Sichuan Province,1989,1A2F,Coal/peat,,,,,
Sichuan Province,1989,1A2F,Natural gas,,,,,
Sichuan Province,1989,1A2F,Oil,,,,,
Sichuan Province,1989,1A2G,Coal/peat,,,,,
Sichuan Province,1989,1A2G,Natural gas,,,,,
Sichuan Province,1989,1A2G,Oil,,,,,
Sichuan Province,1989,1A2H,Coal/peat,,,,,
Sichuan Province,1989,1A2H,Natural gas,,,,,
Sichuan Province,1989,1A2H,Oil,,,,,
Sichuan Province,1989,1A2I,Coal/peat,,,,,
Sichuan Province,1989,1A2I,Natural gas,,,,,
Sichuan Province,1989,1A2I,Oil,,,,,
Sichuan Province,1989,1A2J,Coal/peat,,,,,
Sichuan Province,1989,1A2J,Natural gas,,,,,
Sichuan Province,1989,1A2J,Oil,,,,,
Sichuan Province,1989,1A2K,Coal/peat,,,,,
Sichuan Province,1989,1A2K,Natural gas,,,,,
Sichuan Province,1989,1A2K,Oil,,,,,
Sichuan Province,1989,1A2L,Coal/peat,,,,,
Sichuan Province,1989,1A2L,Natural gas,,,,,
Sichuan Province,1989,1A2L,Oil,,,,,
Sichuan Province,1989,1A2M,Coal/peat,,,,,
Sichuan Province,1989,1A2M,Natural gas,,,,,
Sichuan Province,1989,1A2M,Oil,,,,,
Sichuan Province,1989,1A3,Coal/peat,,,,,
Sichuan Province,1989,1A3,Natural gas,,,,,
Sichuan Province,1989,1A3,Oil,,,,,
Sichuan Province,1989,1A3A,Coal/peat,,,,,
Sichuan Province,1989,1A3A,Natural gas,,,,,
Sichuan Province,1989,1A3A,Oil,,,,,
Sichuan Province,1989,1A3A1,Coal/peat,,,,,
Sichuan Province,1989,1A3A1,Natural gas,,,,,
Sichuan Province,1989,1A3A1,Oil,,,,,
Sichuan Province,1989,1A3A2,Coal/peat,,,,,
Sichuan Province,1989,1A3A2,Natural gas,,,,,
Sichuan Province,1989,1A3A2,Oil,,,,,
Sichuan Province,1989,1A3B,Coal/peat,,,,,
Sichuan Province,1989,1A3B,Natural gas,,,,,
Sichuan Province,1989,1A3B,Oil,,,,,
Sichuan Province,1989,1A3C,Coal/peat,,,,,
Sichuan Province,1989,1A3C,Natural gas,,,,,
Sichuan Province,1989,1A3C,Oil,,,,,
Sichuan Province,1989,1A3D,Coal/peat,,,,,
Sichuan Province,1989,1A3D,Natural gas,,,,,
Sichuan Province,1989,1A3D,Oil,,,,,
Sichuan Province,1989,1A3D1,Coal/peat,,,,,
Sichuan Province,1989,1A3D1,Natural gas,,,,,
Sichuan Province,1989,1A3D1,Oil,,,,,
Sichuan Province,1989,1A3D2,Coal/peat,,,,,
