inst_1,inst_2,ipcc_code,year,source,comment
eu_ets,fin_tax,1A2K,2020,,
eu_ets,fin_tax,1A2L,2005,,
eu_ets,fin_tax,1A2L,2006,,
eu_ets,fin_tax,1A2L,2007,,
eu_ets,fin_tax,1A2L,2008,,
eu_ets,fin_tax,1A2L,2009,,
eu_ets,fin_tax,1A2L,2010,,
eu_ets,fin_tax,1A2L,2011,,
eu_ets,fin_tax,1A2L,2012,,
eu_ets,fin_tax,1A2L,2013,,
eu_ets,fin_tax,1A2L,2014,,
eu_ets,fin_tax,1A2L,2015,,
eu_ets,fin_tax,1A2L,2016,,
eu_ets,fin_tax,1A2L,2017,,
eu_ets,fin_tax,1A2L,2018,,
eu_ets,fin_tax,1A2L,2019,,
eu_ets,fin_tax,1A2L,2020,,
eu_ets,fin_tax,1A2M,2005,,
eu_ets,fin_tax,1A2M,2006,,
eu_ets,fin_tax,1A2M,2007,,
eu_ets,fin_tax,1A2M,2008,,
eu_ets,fin_tax,1A2M,2009,,
eu_ets,fin_tax,1A2M,2010,,
eu_ets,fin_tax,1A2M,2011,,
eu_ets,fin_tax,1A2M,2012,,
eu_ets,fin_tax,1A2M,2013,,
eu_ets,fin_tax,1A2M,2014,,
eu_ets,fin_tax,1A2M,2015,,
eu_ets,fin_tax,1A2M,2016,,
eu_ets,fin_tax,1A2M,2017,,
eu_ets,fin_tax,1A2M,2018,,
eu_ets,fin_tax,1A2M,2019,,
eu_ets,fin_tax,1A2M,2020,,
eu_ets,swe_tax,1A1A3,2005,,
eu_ets,swe_tax,1A1A3,2006,,
eu_ets,swe_tax,1A1A3,2007,,
eu_ets,swe_tax,1A1A3,2008,,
eu_ets,swe_tax,1A1A3,2009,,
eu_ets,swe_tax,1A1A3,2010,,
eu_ets,swe_tax,1A1A3,2011,,
eu_ets,swe_tax,1A1A3,2012,,
eu_ets,swe_tax,1A1A3,2013,,
eu_ets,swe_tax,1A1A3,2014,,
eu_ets,swe_tax,1A1A3,2015,,
