Jurisdiction,Year,IPCC_cat_code,Product,tax_dummy,ets_dummy,tax_scheme_id,tax_rate_excl_ex_clcu,tax_ex_rate,tax_rate_incl_ex_clcu,tax_curr_code_x,ets_scheme_id_x,ets_price_x,ets_curr_code_x,Unnamed: 0,IPCC_cat_code_1st,IPCC_cat_code_2nd,IPCC_cat_code_3rd,IPCC_cat_code_4th,IPCC_cat_code_5th,IPCC_cat_code_6th,tax_curr_code_y,ets_scheme_id_y,ets_price_y,ets_curr_code_y,tax_dummy_IPCC,ets_dummy_IPCC,tax_IPCC_agg,ets_IPCC_agg
Georgia,1989,0,NA,0.0,0.0,,,,,,,,,0.0,0,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1,NA,0.0,0.0,,,,,,,,,2.0,1,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A,Coal/peat,0.0,0.0,,,,,,,,,4.0,1,A,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A,Natural gas,0.0,0.0,,,,,,,,,8.0,1,A,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A,Oil,0.0,0.0,,,,,,,,,12.0,1,A,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1,Coal/peat,0.0,0.0,,,,,,,,,16.0,1,A,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1,Natural gas,0.0,0.0,,,,,,,,,20.0,1,A,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1,Oil,0.0,0.0,,,,,,,,,24.0,1,A,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A,Coal/peat,0.0,0.0,,,,,,,,,28.0,1,A,1,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A,Natural gas,0.0,0.0,,,,,,,,,32.0,1,A,1,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A,Oil,0.0,0.0,,,,,,,,,36.0,1,A,1,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A1,Coal/peat,0.0,0.0,,,,,,,,,40.0,1,A,1,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A1,Natural gas,0.0,0.0,,,,,,,,,72.0,1,A,1,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A1,Oil,0.0,0.0,,,,,,,,,104.0,1,A,1,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A2,Coal/peat,0.0,0.0,,,,,,,,,136.0,1,A,1,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A2,Natural gas,0.0,0.0,,,,,,,,,168.0,1,A,1,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A2,Oil,0.0,0.0,,,,,,,,,200.0,1,A,1,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A3,Coal/peat,0.0,0.0,,,,,,,,,232.0,1,A,1,A,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A3,Natural gas,0.0,0.0,,,,,,,,,264.0,1,A,1,A,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A1A3,Oil,0.0,0.0,,,,,,,,,296.0,1,A,1,A,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A1B,Coal/peat,0.0,0.0,,,,,,,,,328.0,1,A,1,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1B,Natural gas,0.0,0.0,,,,,,,,,332.0,1,A,1,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1B,Oil,0.0,0.0,,,,,,,,,336.0,1,A,1,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1C,Coal/peat,0.0,0.0,,,,,,,,,340.0,1,A,1,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1C,Natural gas,0.0,0.0,,,,,,,,,344.0,1,A,1,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A1C,Oil,0.0,0.0,,,,,,,,,348.0,1,A,1,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2,Coal/peat,0.0,0.0,,,,,,,,,352.0,1,A,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2,Natural gas,0.0,0.0,,,,,,,,,384.0,1,A,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2,Oil,0.0,0.0,,,,,,,,,416.0,1,A,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2A,Coal/peat,0.0,0.0,,,,,,,,,448.0,1,A,2,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2A,Natural gas,0.0,0.0,,,,,,,,,452.0,1,A,2,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2A,Oil,0.0,0.0,,,,,,,,,456.0,1,A,2,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2B,Coal/peat,0.0,0.0,,,,,,,,,460.0,1,A,2,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2B,Natural gas,0.0,0.0,,,,,,,,,464.0,1,A,2,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2B,Oil,0.0,0.0,,,,,,,,,468.0,1,A,2,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2C,Coal/peat,0.0,0.0,,,,,,,,,472.0,1,A,2,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2C,Natural gas,0.0,0.0,,,,,,,,,476.0,1,A,2,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2C,Oil,0.0,0.0,,,,,,,,,480.0,1,A,2,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2D,Coal/peat,0.0,0.0,,,,,,,,,484.0,1,A,2,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2D,Natural gas,0.0,0.0,,,,,,,,,488.0,1,A,2,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2D,Oil,0.0,0.0,,,,,,,,,492.0,1,A,2,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2E,Coal/peat,0.0,0.0,,,,,,,,,496.0,1,A,2,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2E,Natural gas,0.0,0.0,,,,,,,,,500.0,1,A,2,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2E,Oil,0.0,0.0,,,,,,,,,504.0,1,A,2,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2F,Coal/peat,0.0,0.0,,,,,,,,,508.0,1,A,2,F,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2F,Natural gas,0.0,0.0,,,,,,,,,512.0,1,A,2,F,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2F,Oil,0.0,0.0,,,,,,,,,516.0,1,A,2,F,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2G,Coal/peat,0.0,0.0,,,,,,,,,520.0,1,A,2,G,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2G,Natural gas,0.0,0.0,,,,,,,,,524.0,1,A,2,G,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2G,Oil,0.0,0.0,,,,,,,,,528.0,1,A,2,G,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2H,Coal/peat,0.0,0.0,,,,,,,,,532.0,1,A,2,H,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2H,Natural gas,0.0,0.0,,,,,,,,,536.0,1,A,2,H,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2H,Oil,0.0,0.0,,,,,,,,,540.0,1,A,2,H,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2I,Coal/peat,0.0,0.0,,,,,,,,,544.0,1,A,2,I,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2I,Natural gas,0.0,0.0,,,,,,,,,548.0,1,A,2,I,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2I,Oil,0.0,0.0,,,,,,,,,552.0,1,A,2,I,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2J,Coal/peat,0.0,0.0,,,,,,,,,556.0,1,A,2,J,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2J,Natural gas,0.0,0.0,,,,,,,,,560.0,1,A,2,J,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2J,Oil,0.0,0.0,,,,,,,,,564.0,1,A,2,J,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2K,Coal/peat,0.0,0.0,,,,,,,,,568.0,1,A,2,K,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2K,Natural gas,0.0,0.0,,,,,,,,,572.0,1,A,2,K,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2K,Oil,0.0,0.0,,,,,,,,,576.0,1,A,2,K,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2L,Coal/peat,0.0,0.0,,,,,,,,,580.0,1,A,2,L,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2L,Natural gas,0.0,0.0,,,,,,,,,584.0,1,A,2,L,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2L,Oil,0.0,0.0,,,,,,,,,588.0,1,A,2,L,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2M,Coal/peat,0.0,0.0,,,,,,,,,592.0,1,A,2,M,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2M,Natural gas,0.0,0.0,,,,,,,,,596.0,1,A,2,M,,,,,,,0.0,0.0,0,0
Georgia,1989,1A2M,Oil,0.0,0.0,,,,,,,,,600.0,1,A,2,M,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3,Coal/peat,0.0,0.0,,,,,,,,,604.0,1,A,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3,Natural gas,0.0,0.0,,,,,,,,,608.0,1,A,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3,Oil,0.0,0.0,,,,,,,,,612.0,1,A,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A,Coal/peat,0.0,0.0,,,,,,,,,616.0,1,A,3,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A,Natural gas,0.0,0.0,,,,,,,,,620.0,1,A,3,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A,Oil,0.0,0.0,,,,,,,,,624.0,1,A,3,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A1,Coal/peat,0.0,0.0,,,,,,,,,628.0,1,A,3,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A1,Natural gas,0.0,0.0,,,,,,,,,660.0,1,A,3,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A1,Oil,0.0,0.0,,,,,,,,,692.0,1,A,3,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A2,Coal/peat,0.0,0.0,,,,,,,,,724.0,1,A,3,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A2,Natural gas,0.0,0.0,,,,,,,,,756.0,1,A,3,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3A2,Oil,0.0,0.0,,,,,,,,,788.0,1,A,3,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3B,Coal/peat,0.0,0.0,,,,,,,,,820.0,1,A,3,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3B,Natural gas,0.0,0.0,,,,,,,,,852.0,1,A,3,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3B,Oil,0.0,0.0,,,,,,,,,884.0,1,A,3,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3C,Coal/peat,0.0,0.0,,,,,,,,,916.0,1,A,3,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3C,Natural gas,0.0,0.0,,,,,,,,,920.0,1,A,3,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3C,Oil,0.0,0.0,,,,,,,,,924.0,1,A,3,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D,Coal/peat,0.0,0.0,,,,,,,,,928.0,1,A,3,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D,Natural gas,0.0,0.0,,,,,,,,,932.0,1,A,3,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D,Oil,0.0,0.0,,,,,,,,,936.0,1,A,3,D,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D1,Coal/peat,0.0,0.0,,,,,,,,,940.0,1,A,3,D,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D1,Natural gas,0.0,0.0,,,,,,,,,944.0,1,A,3,D,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D1,Oil,0.0,0.0,,,,,,,,,948.0,1,A,3,D,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D2,Coal/peat,0.0,0.0,,,,,,,,,952.0,1,A,3,D,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D2,Natural gas,0.0,0.0,,,,,,,,,956.0,1,A,3,D,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3D2,Oil,0.0,0.0,,,,,,,,,960.0,1,A,3,D,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E,Coal/peat,0.0,0.0,,,,,,,,,964.0,1,A,3,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E,Natural gas,0.0,0.0,,,,,,,,,968.0,1,A,3,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E,Oil,0.0,0.0,,,,,,,,,972.0,1,A,3,E,,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E1,Coal/peat,0.0,0.0,,,,,,,,,976.0,1,A,3,E,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E1,Natural gas,0.0,0.0,,,,,,,,,980.0,1,A,3,E,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A3E1,Oil,0.0,0.0,,,,,,,,,984.0,1,A,3,E,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A4,Coal/peat,0.0,0.0,,,,,,,,,988.0,1,A,4,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4,Natural gas,0.0,0.0,,,,,,,,,992.0,1,A,4,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4,Oil,0.0,0.0,,,,,,,,,996.0,1,A,4,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4A,Coal/peat,0.0,0.0,,,,,,,,,1000.0,1,A,4,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4A,Natural gas,0.0,0.0,,,,,,,,,1032.0,1,A,4,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4A,Oil,0.0,0.0,,,,,,,,,1064.0,1,A,4,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4B,Coal/peat,0.0,0.0,,,,,,,,,1096.0,1,A,4,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4B,Natural gas,0.0,0.0,,,,,,,,,1128.0,1,A,4,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4B,Oil,0.0,0.0,,,,,,,,,1160.0,1,A,4,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C,Coal/peat,0.0,0.0,,,,,,,,,1192.0,1,A,4,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C,Natural gas,0.0,0.0,,,,,,,,,1196.0,1,A,4,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C,Oil,0.0,0.0,,,,,,,,,1200.0,1,A,4,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C1,Coal/peat,0.0,0.0,,,,,,,,,1204.0,1,A,4,C,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C1,Natural gas,0.0,0.0,,,,,,,,,1236.0,1,A,4,C,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C1,Oil,0.0,0.0,,,,,,,,,1268.0,1,A,4,C,1,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C2,Coal/peat,0.0,0.0,,,,,,,,,1300.0,1,A,4,C,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C2,Natural gas,0.0,0.0,,,,,,,,,1332.0,1,A,4,C,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C2,Oil,0.0,0.0,,,,,,,,,1364.0,1,A,4,C,2,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C3,Coal/peat,0.0,0.0,,,,,,,,,1396.0,1,A,4,C,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C3,Natural gas,0.0,0.0,,,,,,,,,1400.0,1,A,4,C,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A4C3,Oil,0.0,0.0,,,,,,,,,1404.0,1,A,4,C,3,,,,,,0.0,0.0,0,0
Georgia,1989,1A5,Coal/peat,0.0,0.0,,,,,,,,,1408.0,1,A,5,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5,Natural gas,0.0,0.0,,,,,,,,,1412.0,1,A,5,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5,Oil,0.0,0.0,,,,,,,,,1416.0,1,A,5,,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5A,Coal/peat,0.0,0.0,,,,,,,,,1420.0,1,A,5,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5A,Natural gas,0.0,0.0,,,,,,,,,1424.0,1,A,5,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5A,Oil,0.0,0.0,,,,,,,,,1428.0,1,A,5,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5B,Coal/peat,0.0,0.0,,,,,,,,,1432.0,1,A,5,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5B,Natural gas,0.0,0.0,,,,,,,,,1436.0,1,A,5,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5B,Oil,0.0,0.0,,,,,,,,,1440.0,1,A,5,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5C,Coal/peat,0.0,0.0,,,,,,,,,1444.0,1,A,5,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5C,Natural gas,0.0,0.0,,,,,,,,,1448.0,1,A,5,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1A5C,Oil,0.0,0.0,,,,,,,,,1452.0,1,A,5,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1B,NA,0.0,0.0,,,,,,,,,1456.0,1,B,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1B1,NA,0.0,0.0,,,,,,,,,1458.0,1,B,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,1B1A,NA,0.0,0.0,,,,,,,,,1460.0,1,B,1,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1B1A1,NA,0.0,0.0,,,,,,,,,1462.0,1,B,1,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1B1A11,NA,0.0,0.0,,,,,,,,,1464.0,1,B,1,A,1,1,,,,,0.0,0.0,0,0
Georgia,1989,1B1A12,NA,0.0,0.0,,,,,,,,,1466.0,1,B,1,A,1,2,,,,,0.0,0.0,0,0
Georgia,1989,1B1A13,NA,0.0,0.0,,,,,,,,,1468.0,1,B,1,A,1,3,,,,,0.0,0.0,0,0
Georgia,1989,1B1A14,NA,0.0,0.0,,,,,,,,,1470.0,1,B,1,A,1,4,,,,,0.0,0.0,0,0
Georgia,1989,1B1A2,NA,0.0,0.0,,,,,,,,,1472.0,1,B,1,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1B1A21,NA,0.0,0.0,,,,,,,,,1474.0,1,B,1,A,2,1,,,,,0.0,0.0,0,0
Georgia,1989,1B1A22,NA,0.0,0.0,,,,,,,,,1476.0,1,B,1,A,2,2,,,,,0.0,0.0,0,0
Georgia,1989,1B1B,NA,0.0,0.0,,,,,,,,,1478.0,1,B,1,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1B2,NA,0.0,0.0,,,,,,,,,1480.0,1,B,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,1B2A,NA,0.0,0.0,,,,,,,,,1482.0,1,B,2,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1B2A1,NA,0.0,0.0,,,,,,,,,1484.0,1,B,2,A,1,,,,,,0.0,0.0,0,0
Georgia,1989,1B2A2,NA,0.0,0.0,,,,,,,,,1500.0,1,B,2,A,2,,,,,,0.0,0.0,0,0
Georgia,1989,1B2A3,NA,0.0,0.0,,,,,,,,,1502.0,1,B,2,A,3,,,,,,0.0,0.0,0,0
Georgia,1989,1B2A31,NA,0.0,0.0,,,,,,,,,1504.0,1,B,2,A,3,1,,,,,0.0,0.0,0,0
Georgia,1989,1B2A32,NA,0.0,0.0,,,,,,,,,1506.0,1,B,2,A,3,2,,,,,0.0,0.0,0,0
Georgia,1989,1B2A33,NA,0.0,0.0,,,,,,,,,1508.0,1,B,2,A,3,3,,,,,0.0,0.0,0,0
Georgia,1989,1B2A34,NA,0.0,0.0,,,,,,,,,1510.0,1,B,2,A,3,4,,,,,0.0,0.0,0,0
Georgia,1989,1B2A35,NA,0.0,0.0,,,,,,,,,1512.0,1,B,2,A,3,5,,,,,0.0,0.0,0,0
Georgia,1989,1B2A36,NA,0.0,0.0,,,,,,,,,1514.0,1,B,2,A,3,6,,,,,0.0,0.0,0,0
Georgia,1989,1B2B,NA,0.0,0.0,,,,,,,,,1516.0,1,B,2,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1B2B1,NA,0.0,0.0,,,,,,,,,1518.0,1,B,2,B,1,,,,,,0.0,0.0,0,0
Georgia,1989,1B2B2,NA,0.0,0.0,,,,,,,,,1520.0,1,B,2,B,2,,,,,,0.0,0.0,0,0
Georgia,1989,1B2B3,NA,0.0,0.0,,,,,,,,,1522.0,1,B,2,B,3,,,,,,0.0,0.0,0,0
Georgia,1989,1B2B31,NA,0.0,0.0,,,,,,,,,1524.0,1,B,2,B,3,1,,,,,0.0,0.0,0,0
Georgia,1989,1B2B32,NA,0.0,0.0,,,,,,,,,1526.0,1,B,2,B,3,2,,,,,0.0,0.0,0,0
Georgia,1989,1B2B33,NA,0.0,0.0,,,,,,,,,1528.0,1,B,2,B,3,3,,,,,0.0,0.0,0,0
Georgia,1989,1B2B34,NA,0.0,0.0,,,,,,,,,1530.0,1,B,2,B,3,4,,,,,0.0,0.0,0,0
Georgia,1989,1B2B35,NA,0.0,0.0,,,,,,,,,1532.0,1,B,2,B,3,5,,,,,0.0,0.0,0,0
Georgia,1989,1B2B36,NA,0.0,0.0,,,,,,,,,1534.0,1,B,2,B,3,6,,,,,0.0,0.0,0,0
Georgia,1989,1B3,NA,0.0,0.0,,,,,,,,,1536.0,1,B,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,1C,NA,0.0,0.0,,,,,,,,,1538.0,1,C,,,,,,,,,0.0,0.0,0,0
Georgia,1989,1C1,NA,0.0,0.0,,,,,,,,,1540.0,1,C,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,1C1A,NA,0.0,0.0,,,,,,,,,1542.0,1,C,1,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1C1B,NA,0.0,0.0,,,,,,,,,1544.0,1,C,1,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1C1C,NA,0.0,0.0,,,,,,,,,1546.0,1,C,1,C,,,,,,,0.0,0.0,0,0
Georgia,1989,1C2,NA,0.0,0.0,,,,,,,,,1548.0,1,C,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,1C2A,NA,0.0,0.0,,,,,,,,,1550.0,1,C,2,A,,,,,,,0.0,0.0,0,0
Georgia,1989,1C2B,NA,0.0,0.0,,,,,,,,,1552.0,1,C,2,B,,,,,,,0.0,0.0,0,0
Georgia,1989,1C3,NA,0.0,0.0,,,,,,,,,1554.0,1,C,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,2,NA,0.0,0.0,,,,,,,,,1556.0,2,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,20,NA,0.0,0.0,,,,,,,,,1558.0,20,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,200,NA,0.0,0.0,,,,,,,,,1560.0,200,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,2000,NA,0.0,0.0,,,,,,,,,1562.0,2000,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,20000,NA,0.0,0.0,,,,,,,,,1564.0,20000,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,200000,NA,0.0,0.0,,,,,,,,,1566.0,200000,,,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A,NA,0.0,0.0,,,,,,,,,1568.0,2,A,,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A1,NA,0.0,0.0,,,,,,,,,1570.0,2,A,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A2,NA,0.0,0.0,,,,,,,,,1586.0,2,A,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A3,NA,0.0,0.0,,,,,,,,,1588.0,2,A,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A4,NA,0.0,0.0,,,,,,,,,1590.0,2,A,4,,,,,,,,0.0,0.0,0,0
Georgia,1989,2A4A,NA,0.0,0.0,,,,,,,,,1592.0,2,A,4,A,,,,,,,0.0,0.0,0,0
Georgia,1989,2A4B,NA,0.0,0.0,,,,,,,,,1594.0,2,A,4,B,,,,,,,0.0,0.0,0,0
Georgia,1989,2A4C,NA,0.0,0.0,,,,,,,,,1596.0,2,A,4,C,,,,,,,0.0,0.0,0,0
Georgia,1989,2A4D,NA,0.0,0.0,,,,,,,,,1598.0,2,A,4,D,,,,,,,0.0,0.0,0,0
Georgia,1989,2B,NA,0.0,0.0,,,,,,,,,1600.0,2,B,,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B1,NA,0.0,0.0,,,,,,,,,1602.0,2,B,1,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B10,NA,0.0,0.0,,,,,,,,,1604.0,2,B,10,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B2,NA,0.0,0.0,,,,,,,,,1606.0,2,B,2,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B3,NA,0.0,0.0,,,,,,,,,1608.0,2,B,3,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B4,NA,0.0,0.0,,,,,,,,,1610.0,2,B,4,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B5,NA,0.0,0.0,,,,,,,,,1612.0,2,B,5,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B6,NA,0.0,0.0,,,,,,,,,1614.0,2,B,6,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B7,NA,0.0,0.0,,,,,,,,,1616.0,2,B,7,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8,NA,0.0,0.0,,,,,,,,,1618.0,2,B,8,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8A,NA,0.0,0.0,,,,,,,,,1620.0,2,B,8,A,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8B,NA,0.0,0.0,,,,,,,,,1622.0,2,B,8,B,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8C,NA,0.0,0.0,,,,,,,,,1624.0,2,B,8,C,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8D,NA,0.0,0.0,,,,,,,,,1626.0,2,B,8,D,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8E,NA,0.0,0.0,,,,,,,,,1628.0,2,B,8,E,,,,,,,0.0,0.0,0,0
Georgia,1989,2B8F,NA,0.0,0.0,,,,,,,,,1630.0,2,B,8,F,,,,,,,0.0,0.0,0,0
Georgia,1989,2B9,NA,0.0,0.0,,,,,,,,,1632.0,2,B,9,,,,,,,,0.0,0.0,0,0
Georgia,1989,2B9A,NA,0.0,0.0,,,,,,,,,1634.0,2,B,9,A,,,,,,,0.0,0.0,0,0
Georgia,1989,2B9B,NA,0.0,0.0,,,,,,,,,1636.0,2,B,9,B,,,,,,,0.0,0.0,0,0
Georgia,1989,2C,NA,0.0,0.0,,,,,,,,,1638.0,2,C,,,,,,,,,0.0,0.0,0,0
Georgia,1989,2C1,NA,0.0,0.0,,,,,,,,,1640.0,2,C,1,,,,,,,,0.0,0.0,0,0
