filename,scheme_id,year,missing_columns
can_tax_I_prices.csv,can_tax_I,2022,comment
can_tax_I_prices.csv,can_tax_I,2023,comment
can_tax_I_prices.csv,can_tax_I,2024,comment
usa_or_ets_prices.csv,usa_or_ets,2022,allowance_weighted_price
prt_tax_prices.csv,prt_tax,2015,comment
prt_tax_prices.csv,prt_tax,2016,comment
prt_tax_prices.csv,prt_tax,2017,comment
prt_tax_prices.csv,prt_tax,2021,"comment, source"
prt_tax_prices.csv,prt_tax,2022,comment
prt_tax_prices.csv,prt_tax,2023,"comment, source, currency_code"
prt_tax_prices.csv,prt_tax,2024,"comment, source, currency_code"
prt_tax_prices.csv,prt_tax,2015,comment
prt_tax_prices.csv,prt_tax,2016,comment
prt_tax_prices.csv,prt_tax,2017,comment
prt_tax_prices.csv,prt_tax,2018,comment
prt_tax_prices.csv,prt_tax,2019,comment
prt_tax_prices.csv,prt_tax,2020,comment
prt_tax_prices.csv,prt_tax,2021,"comment, source"
prt_tax_prices.csv,prt_tax,2022,comment
prt_tax_prices.csv,prt_tax,2023,"comment, source, currency_code"
prt_tax_prices.csv,prt_tax,2024,"comment, source, currency_code"
prt_tax_prices.csv,prt_tax,2015,comment
prt_tax_prices.csv,prt_tax,2016,comment
prt_tax_prices.csv,prt_tax,2017,comment
prt_tax_prices.csv,prt_tax,2018,comment
prt_tax_prices.csv,prt_tax,2019,comment
prt_tax_prices.csv,prt_tax,2020,comment
prt_tax_prices.csv,prt_tax,2021,"comment, source"
prt_tax_prices.csv,prt_tax,2022,comment
prt_tax_prices.csv,prt_tax,2023,"comment, source, currency_code"
prt_tax_prices.csv,prt_tax,2024,"comment, source, currency_code"
gbr_tax_prices.csv,gbr_tax,2013,comment
gbr_tax_prices.csv,gbr_tax,2014,comment
gbr_tax_prices.csv,gbr_tax,2015,comment
gbr_tax_prices.csv,gbr_tax,2016,comment
gbr_tax_prices.csv,gbr_tax,2017,comment
gbr_tax_prices.csv,gbr_tax,2018,comment
gbr_tax_prices.csv,gbr_tax,2019,comment
gbr_tax_prices.csv,gbr_tax,2020,comment
gbr_tax_prices.csv,gbr_tax,2021,comment
gbr_tax_prices.csv,gbr_tax,2022,comment
gbr_tax_prices.csv,gbr_tax,2023,"comment, source"
gbr_tax_prices.csv,gbr_tax,2024,"comment, source"
gbr_tax_prices.csv,gbr_tax,2013,comment
gbr_tax_prices.csv,gbr_tax,2014,comment
gbr_tax_prices.csv,gbr_tax,2015,comment
gbr_tax_prices.csv,gbr_tax,2016,comment
gbr_tax_prices.csv,gbr_tax,2017,comment
gbr_tax_prices.csv,gbr_tax,2018,comment
gbr_tax_prices.csv,gbr_tax,2019,comment
gbr_tax_prices.csv,gbr_tax,2020,comment
gbr_tax_prices.csv,gbr_tax,2021,comment
gbr_tax_prices.csv,gbr_tax,2022,comment
gbr_tax_prices.csv,gbr_tax,2023,"comment, source"
gbr_tax_prices.csv,gbr_tax,2024,"comment, source"
gbr_tax_prices.csv,gbr_tax,2013,comment
gbr_tax_prices.csv,gbr_tax,2014,comment
gbr_tax_prices.csv,gbr_tax,2015,comment
gbr_tax_prices.csv,gbr_tax,2016,comment
gbr_tax_prices.csv,gbr_tax,2017,comment
gbr_tax_prices.csv,gbr_tax,2018,comment
gbr_tax_prices.csv,gbr_tax,2019,comment
gbr_tax_prices.csv,gbr_tax,2020,comment
gbr_tax_prices.csv,gbr_tax,2021,comment
gbr_tax_prices.csv,gbr_tax,2022,comment
gbr_tax_prices.csv,gbr_tax,2023,"comment, source"
gbr_tax_prices.csv,gbr_tax,2024,"comment, source"
gbr_ets_prices.csv,gbr_ets,2021,rate/allowance_weighted_price
gbr_ets_prices.csv,gbr_ets,2022,rate/allowance_weighted_price
mex_ets_prices.csv,mex_ets,2021,rate/allowance_weighted_price
mex_ets_prices.csv,mex_ets,2022,rate/allowance_weighted_price
hun_tax_prices.csv,hun_tax,2023,"comment, source, rate"
hun_tax_prices.csv,hun_tax,2024,"comment, source"
hun_tax_prices.csv,hun_tax,2023,"comment, source, rate"
hun_tax_prices.csv,hun_tax,2024,"comment, source"
hun_tax_prices.csv,hun_tax,2023,"comment, source, rate"
hun_tax_prices.csv,hun_tax,2024,"comment, source"
irl_tax_prices.csv,irl_tax,2010,"comment, rate"
irl_tax_prices.csv,irl_tax,2011,"comment, rate"
irl_tax_prices.csv,irl_tax,2012,"comment, rate"
irl_tax_prices.csv,irl_tax,2015,comment
irl_tax_prices.csv,irl_tax,2016,comment
irl_tax_prices.csv,irl_tax,2017,comment
irl_tax_prices.csv,irl_tax,2018,comment
irl_tax_prices.csv,irl_tax,2019,comment
irl_tax_prices.csv,irl_tax,2021,comment
irl_tax_prices.csv,irl_tax,2022,comment
irl_tax_prices.csv,irl_tax,2010,comment
irl_tax_prices.csv,irl_tax,2011,comment
irl_tax_prices.csv,irl_tax,2012,comment
irl_tax_prices.csv,irl_tax,2013,comment
irl_tax_prices.csv,irl_tax,2014,comment
irl_tax_prices.csv,irl_tax,2015,comment
irl_tax_prices.csv,irl_tax,2016,comment
irl_tax_prices.csv,irl_tax,2017,comment
irl_tax_prices.csv,irl_tax,2018,comment
irl_tax_prices.csv,irl_tax,2019,comment
irl_tax_prices.csv,irl_tax,2020,comment
irl_tax_prices.csv,irl_tax,2021,comment
irl_tax_prices.csv,irl_tax,2022,comment
irl_tax_prices.csv,irl_tax,2010,comment
irl_tax_prices.csv,irl_tax,2011,comment
irl_tax_prices.csv,irl_tax,2012,comment
irl_tax_prices.csv,irl_tax,2013,comment
irl_tax_prices.csv,irl_tax,2014,comment
irl_tax_prices.csv,irl_tax,2015,comment
irl_tax_prices.csv,irl_tax,2016,comment
irl_tax_prices.csv,irl_tax,2017,comment
irl_tax_prices.csv,irl_tax,2018,comment
irl_tax_prices.csv,irl_tax,2019,comment
irl_tax_prices.csv,irl_tax,2020,comment
irl_tax_prices.csv,irl_tax,2021,comment
irl_tax_prices.csv,irl_tax,2022,comment
mex_tax_prices.csv,mex_tax,2014,"comment, source"
mex_tax_prices.csv,mex_tax,2015,comment
mex_tax_prices.csv,mex_tax,2016,comment
mex_tax_prices.csv,mex_tax,2017,comment
mex_tax_prices.csv,mex_tax,2018,comment
mex_tax_prices.csv,mex_tax,2019,comment
mex_tax_prices.csv,mex_tax,2020,comment
mex_tax_prices.csv,mex_tax,2021,comment
mex_tax_prices.csv,mex_tax,2022,comment
mex_tax_prices.csv,mex_tax,2014,"comment, source"
mex_tax_prices.csv,mex_tax,2015,comment
mex_tax_prices.csv,mex_tax,2016,comment
mex_tax_prices.csv,mex_tax,2017,comment
mex_tax_prices.csv,mex_tax,2018,comment
mex_tax_prices.csv,mex_tax,2019,comment
mex_tax_prices.csv,mex_tax,2020,comment
mex_tax_prices.csv,mex_tax,2021,comment
mex_tax_prices.csv,mex_tax,2022,comment
mex_tax_prices.csv,mex_tax,2014,"comment, source"
mex_tax_prices.csv,mex_tax,2015,comment
mex_tax_prices.csv,mex_tax,2016,comment
mex_tax_prices.csv,mex_tax,2017,comment
mex_tax_prices.csv,mex_tax,2018,comment
mex_tax_prices.csv,mex_tax,2019,comment
mex_tax_prices.csv,mex_tax,2020,comment
mex_tax_prices.csv,mex_tax,2021,comment
mex_tax_prices.csv,mex_tax,2022,comment
ury_tax_prices.csv,ury_tax,2022,"comment, source, rate"
ury_tax_prices.csv,ury_tax,2023,"comment, source, rate"
ury_tax_prices.csv,ury_tax,2024,"comment, source, rate"
ury_tax_prices.csv,ury_tax,2022,"comment, source"
ury_tax_prices.csv,ury_tax,2023,"comment, source"
ury_tax_prices.csv,ury_tax,2024,"comment, source"
ury_tax_prices.csv,ury_tax,2022,"comment, source, rate"
ury_tax_prices.csv,ury_tax,2023,"comment, source, rate"
ury_tax_prices.csv,ury_tax,2024,"comment, source, rate"
est_tax_prices.csv,est_tax,2021,comment
est_tax_prices.csv,est_tax,2022,comment
est_tax_prices.csv,est_tax,2023,"comment, source"
est_tax_prices.csv,est_tax,2024,"comment, source"
est_tax_prices.csv,est_tax,2021,comment
est_tax_prices.csv,est_tax,2022,comment
est_tax_prices.csv,est_tax,2023,"comment, source"
est_tax_prices.csv,est_tax,2024,"comment, source"
est_tax_prices.csv,est_tax,2021,comment
est_tax_prices.csv,est_tax,2022,comment
est_tax_prices.csv,est_tax,2023,"comment, source"
est_tax_prices.csv,est_tax,2024,"comment, source"
fin_tax_prices.csv,fin_tax,2022,"comment, source, rate"
fin_tax_prices.csv,fin_tax,1990,comment
fin_tax_prices.csv,fin_tax,1991,comment
fin_tax_prices.csv,fin_tax,1992,comment
fin_tax_prices.csv,fin_tax,1993,comment
fin_tax_prices.csv,fin_tax,1994,comment
fin_tax_prices.csv,fin_tax,1995,comment
fin_tax_prices.csv,fin_tax,1996,comment
fin_tax_prices.csv,fin_tax,1997,comment
fin_tax_prices.csv,fin_tax,1998,comment
fin_tax_prices.csv,fin_tax,1999,comment
fin_tax_prices.csv,fin_tax,2000,comment
fin_tax_prices.csv,fin_tax,2001,comment
fin_tax_prices.csv,fin_tax,2002,comment
fin_tax_prices.csv,fin_tax,2003,comment
fin_tax_prices.csv,fin_tax,2004,comment
fin_tax_prices.csv,fin_tax,2005,comment
fin_tax_prices.csv,fin_tax,2006,comment
fin_tax_prices.csv,fin_tax,2007,comment
fin_tax_prices.csv,fin_tax,2008,comment
fin_tax_prices.csv,fin_tax,2009,comment
fin_tax_prices.csv,fin_tax,2010,comment
fin_tax_prices.csv,fin_tax,2011,comment
fin_tax_prices.csv,fin_tax,2012,comment
fin_tax_prices.csv,fin_tax,2013,comment
fin_tax_prices.csv,fin_tax,2014,comment
fin_tax_prices.csv,fin_tax,2015,comment
fin_tax_prices.csv,fin_tax,2016,comment
fin_tax_prices.csv,fin_tax,2017,comment
fin_tax_prices.csv,fin_tax,2018,comment
fin_tax_prices.csv,fin_tax,2019,comment
fin_tax_prices.csv,fin_tax,2020,comment
fin_tax_prices.csv,fin_tax,2021,comment
fin_tax_prices.csv,fin_tax,2022,"comment, source, rate"
fin_tax_prices.csv,fin_tax,1990,comment
fin_tax_prices.csv,fin_tax,1991,comment
fin_tax_prices.csv,fin_tax,1992,comment
fin_tax_prices.csv,fin_tax,1993,comment
fin_tax_prices.csv,fin_tax,1994,comment
fin_tax_prices.csv,fin_tax,1995,comment
fin_tax_prices.csv,fin_tax,1996,comment
fin_tax_prices.csv,fin_tax,1997,comment
fin_tax_prices.csv,fin_tax,1998,comment
fin_tax_prices.csv,fin_tax,1999,comment
fin_tax_prices.csv,fin_tax,2000,comment
fin_tax_prices.csv,fin_tax,2001,comment
fin_tax_prices.csv,fin_tax,2002,comment
fin_tax_prices.csv,fin_tax,2003,comment
fin_tax_prices.csv,fin_tax,2004,comment
fin_tax_prices.csv,fin_tax,2005,comment
fin_tax_prices.csv,fin_tax,2006,comment
fin_tax_prices.csv,fin_tax,2007,comment
fin_tax_prices.csv,fin_tax,2008,comment
fin_tax_prices.csv,fin_tax,2009,comment
fin_tax_prices.csv,fin_tax,2010,comment
fin_tax_prices.csv,fin_tax,2011,comment
fin_tax_prices.csv,fin_tax,2012,comment
fin_tax_prices.csv,fin_tax,2013,comment
fin_tax_prices.csv,fin_tax,2014,comment
fin_tax_prices.csv,fin_tax,2015,comment
fin_tax_prices.csv,fin_tax,2016,comment
fin_tax_prices.csv,fin_tax,2017,comment
fin_tax_prices.csv,fin_tax,2018,comment
fin_tax_prices.csv,fin_tax,2019,comment
fin_tax_prices.csv,fin_tax,2020,comment
fin_tax_prices.csv,fin_tax,2021,comment
fin_tax_prices.csv,fin_tax,2022,"comment, source, rate"
can_bc_tax_prices.csv,can_bc_tax,2008,comment
can_bc_tax_prices.csv,can_bc_tax,2009,comment
