jurisdiction,year,ipcc_code,Product,tax_ex_rate,tax_ex_rate_sources
Aichi,1989,0,,,
Aichi,1989,1,,,
Aichi,1989,1A,Coal,,
Aichi,1989,1A,Natural gas,,
Aichi,1989,1A,Oil,,
Aichi,1989,1A1,Coal,,
Aichi,1989,1A1,Natural gas,,
Aichi,1989,1A1,Oil,,
Aichi,1989,1A1A,Coal,,
Aichi,1989,1A1A,Natural gas,,
Aichi,1989,1A1A,Oil,,
Aichi,1989,1A1A1,Coal,,
Aichi,1989,1A1A1,Natural gas,,
Aichi,1989,1A1A1,Oil,,
Aichi,1989,1A1A2,Coal,,
Aichi,1989,1A1A2,Natural gas,,
Aichi,1989,1A1A2,Oil,,
Aichi,1989,1A1A3,Coal,,
Aichi,1989,1A1A3,Natural gas,,
Aichi,1989,1A1A3,Oil,,
Aichi,1989,1A1B,Coal,,
Aichi,1989,1A1B,Natural gas,,
Aichi,1989,1A1B,Oil,,
Aichi,1989,1A1C,Coal,,
Aichi,1989,1A1C,Natural gas,,
Aichi,1989,1A1C,Oil,,
Aichi,1989,1A2,Coal,,
Aichi,1989,1A2,Natural gas,,
Aichi,1989,1A2,Oil,,
Aichi,1989,1A2A,Coal,,
Aichi,1989,1A2A,Natural gas,,
Aichi,1989,1A2A,Oil,,
Aichi,1989,1A2B,Coal,,
Aichi,1989,1A2B,Natural gas,,
Aichi,1989,1A2B,Oil,,
Aichi,1989,1A2C,Coal,,
Aichi,1989,1A2C,Natural gas,,
Aichi,1989,1A2C,Oil,,
Aichi,1989,1A2D,Coal,,
Aichi,1989,1A2D,Natural gas,,
Aichi,1989,1A2D,Oil,,
Aichi,1989,1A2E,Coal,,
Aichi,1989,1A2E,Natural gas,,
Aichi,1989,1A2E,Oil,,
Aichi,1989,1A2F,Coal,,
Aichi,1989,1A2F,Natural gas,,
Aichi,1989,1A2F,Oil,,
Aichi,1989,1A2G,Coal,,
Aichi,1989,1A2G,Natural gas,,
Aichi,1989,1A2G,Oil,,
Aichi,1989,1A2H,Coal,,
Aichi,1989,1A2H,Natural gas,,
Aichi,1989,1A2H,Oil,,
Aichi,1989,1A2I,Coal,,
Aichi,1989,1A2I,Natural gas,,
Aichi,1989,1A2I,Oil,,
Aichi,1989,1A2J,Coal,,
Aichi,1989,1A2J,Natural gas,,
Aichi,1989,1A2J,Oil,,
Aichi,1989,1A2K,Coal,,
Aichi,1989,1A2K,Natural gas,,
Aichi,1989,1A2K,Oil,,
Aichi,1989,1A2L,Coal,,
Aichi,1989,1A2L,Natural gas,,
Aichi,1989,1A2L,Oil,,
Aichi,1989,1A2M,Coal,,
Aichi,1989,1A2M,Natural gas,,
Aichi,1989,1A2M,Oil,,
Aichi,1989,1A3,Coal,,
Aichi,1989,1A3,Natural gas,,
Aichi,1989,1A3,Oil,,
Aichi,1989,1A3A,Coal,,
Aichi,1989,1A3A,Natural gas,,
Aichi,1989,1A3A,Oil,,
Aichi,1989,1A3A1,Coal,,
Aichi,1989,1A3A1,Natural gas,,
Aichi,1989,1A3A1,Oil,,
Aichi,1989,1A3A2,Coal,,
