scheme_id,jurisdiction,year,ipcc_code,cf_N2O,cf_N2O_source,cf_N2O_comment
col_tax,Colombia,2022,0,,NA,NA
col_tax,Colombia,2022,1,,NA,NA
col_tax,Colombia,2022,1A,,NA,NA
col_tax,Colombia,2022,1A1,,NA,NA
col_tax,Colombia,2022,1A1A,,NA,NA
col_tax,Colombia,2022,1A1A1,1.0,NA,NA
col_tax,Colombia,2022,1A1A2,1.0,NA,NA
col_tax,Colombia,2022,1A1A3,1.0,NA,NA
col_tax,Colombia,2022,1A1B,,NA,NA
col_tax,Colombia,2022,1A1C,,NA,NA
col_tax,Colombia,2022,1A2,,NA,NA
col_tax,Colombia,2022,1A2A,1.0,NA,NA
col_tax,Colombia,2022,1A2B,1.0,NA,NA
col_tax,Colombia,2022,1A2C,1.0,NA,NA
col_tax,Colombia,2022,1A2D,1.0,NA,NA
col_tax,Colombia,2022,1A2E,1.0,NA,NA
col_tax,Colombia,2022,1A2F,1.0,NA,NA
col_tax,Colombia,2022,1A2G,1.0,NA,NA
col_tax,Colombia,2022,1A2H,1.0,NA,NA
col_tax,Colombia,2022,1A2I,1.0,NA,NA
col_tax,Colombia,2022,1A2J,1.0,NA,NA
col_tax,Colombia,2022,1A2K,1.0,NA,NA
col_tax,Colombia,2022,1A2L,1.0,NA,NA
col_tax,Colombia,2022,1A2M,1.0,NA,NA
col_tax,Colombia,2022,1A3,,NA,NA
col_tax,Colombia,2022,1A3A,,NA,NA
col_tax,Colombia,2022,1A3A1,,NA,NA
col_tax,Colombia,2022,1A3A2,,NA,NA
col_tax,Colombia,2022,1A3B,,NA,NA
col_tax,Colombia,2022,1A3C,,NA,NA
col_tax,Colombia,2022,1A3D,,NA,NA
col_tax,Colombia,2022,1A3D1,,NA,NA
col_tax,Colombia,2022,1A3D2,,NA,NA
col_tax,Colombia,2022,1A3E,,NA,NA
col_tax,Colombia,2022,1A3E1,,NA,NA
col_tax,Colombia,2022,1A4,,NA,NA
col_tax,Colombia,2022,1A4A,,NA,NA
col_tax,Colombia,2022,1A4B,,NA,NA
col_tax,Colombia,2022,1A4C,,NA,NA
col_tax,Colombia,2022,1A4C1,,NA,NA
col_tax,Colombia,2022,1A4C2,,NA,NA
col_tax,Colombia,2022,1A4C3,,NA,NA
col_tax,Colombia,2022,1A5,,NA,NA
col_tax,Colombia,2022,1A5A,,NA,NA
col_tax,Colombia,2022,1A5B,,NA,NA
col_tax,Colombia,2022,1A5C,,NA,NA
col_tax,Colombia,2022,1B,,NA,NA
col_tax,Colombia,2022,1B1,,NA,NA
col_tax,Colombia,2022,1B1A,,NA,NA
col_tax,Colombia,2022,1B1A1,,NA,NA
col_tax,Colombia,2022,1B1A11,,NA,NA
col_tax,Colombia,2022,1B1A12,,NA,NA
col_tax,Colombia,2022,1B1A13,,NA,NA
col_tax,Colombia,2022,1B1A14,,NA,NA
col_tax,Colombia,2022,1B1A2,,NA,NA
col_tax,Colombia,2022,1B1A21,,NA,NA
col_tax,Colombia,2022,1B1A22,,NA,NA
col_tax,Colombia,2022,1B1B,,NA,NA
col_tax,Colombia,2022,1B2,,NA,NA
col_tax,Colombia,2022,1B2A,,NA,NA
col_tax,Colombia,2022,1B2A1,,NA,NA
col_tax,Colombia,2022,1B2A2,,NA,NA
col_tax,Colombia,2022,1B2A3,,NA,NA
col_tax,Colombia,2022,1B2A31,,NA,NA
col_tax,Colombia,2022,1B2A32,,NA,NA
col_tax,Colombia,2022,1B2A33,,NA,NA
col_tax,Colombia,2022,1B2A34,,NA,NA
col_tax,Colombia,2022,1B2A35,,NA,NA
col_tax,Colombia,2022,1B2A36,,NA,NA
col_tax,Colombia,2022,1B2B,,NA,NA
col_tax,Colombia,2022,1B2B1,,NA,NA
col_tax,Colombia,2022,1B2B2,,NA,NA
col_tax,Colombia,2022,1B2B3,,NA,NA
col_tax,Colombia,2022,1B2B31,,NA,NA
col_tax,Colombia,2022,1B2B32,,NA,NA
col_tax,Colombia,2022,1B2B33,,NA,NA
col_tax,Colombia,2022,1B2B34,,NA,NA
col_tax,Colombia,2022,1B2B35,,NA,NA
col_tax,Colombia,2022,1B2B36,,NA,NA
col_tax,Colombia,2022,1B3,,NA,NA
col_tax,Colombia,2022,1C,,NA,NA
col_tax,Colombia,2022,1C1,,NA,NA
col_tax,Colombia,2022,1C1A,,NA,NA
col_tax,Colombia,2022,1C1B,,NA,NA
col_tax,Colombia,2022,1C1C,,NA,NA
col_tax,Colombia,2022,1C2,,NA,NA
col_tax,Colombia,2022,1C2A,,NA,NA
col_tax,Colombia,2022,1C2B,,NA,NA
col_tax,Colombia,2022,1C3,,NA,NA
col_tax,Colombia,2022,2,,NA,NA
col_tax,Colombia,2022,2A,,NA,NA
col_tax,Colombia,2022,2A1,,NA,NA
col_tax,Colombia,2022,2A2,,NA,NA
col_tax,Colombia,2022,2A3,,NA,NA
col_tax,Colombia,2022,2A4,,NA,NA
col_tax,Colombia,2022,2A4A,,NA,NA
col_tax,Colombia,2022,2A4B,,NA,NA
col_tax,Colombia,2022,2A4C,,NA,NA
col_tax,Colombia,2022,2A4D,,NA,NA
col_tax,Colombia,2022,2B,,NA,NA
col_tax,Colombia,2022,2B1,,NA,NA
col_tax,Colombia,2022,2B10,,NA,NA
col_tax,Colombia,2022,2B2,,NA,NA
col_tax,Colombia,2022,2B3,,NA,NA
col_tax,Colombia,2022,2B4,,NA,NA
col_tax,Colombia,2022,2B5,,NA,NA
col_tax,Colombia,2022,2B6,,NA,NA
col_tax,Colombia,2022,2B7,,NA,NA
col_tax,Colombia,2022,2B8,,NA,NA
col_tax,Colombia,2022,2B8A,,NA,NA
col_tax,Colombia,2022,2B8B,,NA,NA
col_tax,Colombia,2022,2B8C,,NA,NA
col_tax,Colombia,2022,2B8D,,NA,NA
col_tax,Colombia,2022,2B8E,,NA,NA
col_tax,Colombia,2022,2B8F,,NA,NA
col_tax,Colombia,2022,2B9,,NA,NA
col_tax,Colombia,2022,2B9A,,NA,NA
col_tax,Colombia,2022,2B9B,,NA,NA
col_tax,Colombia,2022,2C,,NA,NA
col_tax,Colombia,2022,2C1,,NA,NA
col_tax,Colombia,2022,2C2,,NA,NA
col_tax,Colombia,2022,2C3,,NA,NA
col_tax,Colombia,2022,2C4,,NA,NA
col_tax,Colombia,2022,2C5,,NA,NA
col_tax,Colombia,2022,2C6,,NA,NA
col_tax,Colombia,2022,2C7,,NA,NA
col_tax,Colombia,2022,2D,,NA,NA
col_tax,Colombia,2022,2D1,,NA,NA
col_tax,Colombia,2022,2D2,,NA,NA
col_tax,Colombia,2022,2D3,,NA,NA
