scheme_id,jurisdiction,year,ipcc_code,cf_N2O,cf_N2O_source,cf_N2O_comment
can_ab_ets,Alberta,2019,2F2,1.0,NA,NA
can_ab_ets,Alberta,2019,2F3,1.0,NA,NA
can_ab_ets,Alberta,2019,2F4,1.0,NA,NA
can_ab_ets,Alberta,2019,2F5,1.0,NA,NA
can_ab_ets,Alberta,2019,2F6,1.0,NA,NA
can_ab_ets,Alberta,2019,2G,,NA,NA
can_ab_ets,Alberta,2019,2G1,1.0,NA,NA
can_ab_ets,Alberta,2019,2G2,1.0,NA,NA
can_ab_ets,Alberta,2019,2G3,1.0,NA,NA
can_ab_ets,Alberta,2019,2G4,1.0,NA,NA
can_ab_ets,Alberta,2019,2H,,NA,NA
can_ab_ets,Alberta,2019,2H1,1.0,NA,NA
can_ab_ets,Alberta,2019,2H2,1.0,NA,NA
can_ab_ets,Alberta,2019,2H3,1.0,NA,NA
can_ab_ets,Alberta,2019,3,,NA,NA
can_ab_ets,Alberta,2019,3A,,NA,NA
can_ab_ets,Alberta,2019,3A1,,NA,NA
can_ab_ets,Alberta,2019,3A2,,NA,NA
can_ab_ets,Alberta,2019,3B,,NA,NA
can_ab_ets,Alberta,2019,3B1,,NA,NA
can_ab_ets,Alberta,2019,3B1A,,NA,NA
can_ab_ets,Alberta,2019,3B1B,,NA,NA
can_ab_ets,Alberta,2019,3B2,,NA,NA
can_ab_ets,Alberta,2019,3B2A,,NA,NA
can_ab_ets,Alberta,2019,3B2B,,NA,NA
can_ab_ets,Alberta,2019,3B3,,NA,NA
can_ab_ets,Alberta,2019,3B3A,,NA,NA
can_ab_ets,Alberta,2019,3B3B,,NA,NA
can_ab_ets,Alberta,2019,3B4,,NA,NA
can_ab_ets,Alberta,2019,3B4A,,NA,NA
can_ab_ets,Alberta,2019,3B4B,,NA,NA
can_ab_ets,Alberta,2019,3B5,,NA,NA
can_ab_ets,Alberta,2019,3B5A,,NA,NA
can_ab_ets,Alberta,2019,3B5B,,NA,NA
can_ab_ets,Alberta,2019,3B6,,NA,NA
can_ab_ets,Alberta,2019,3B6A,,NA,NA
can_ab_ets,Alberta,2019,3B6B,,NA,NA
can_ab_ets,Alberta,2019,3B6B1,,NA,NA
can_ab_ets,Alberta,2019,3B6B2,,NA,NA
can_ab_ets,Alberta,2019,3B6B3,,NA,NA
can_ab_ets,Alberta,2019,3B6B4,,NA,NA
can_ab_ets,Alberta,2019,3B6B5,,NA,NA
can_ab_ets,Alberta,2019,3C,,NA,NA
can_ab_ets,Alberta,2019,3C1,1.0,NA,NA
can_ab_ets,Alberta,2019,3C2,1.0,NA,NA
can_ab_ets,Alberta,2019,3C3,1.0,NA,NA
can_ab_ets,Alberta,2019,3C4,1.0,NA,NA
can_ab_ets,Alberta,2019,3C5,1.0,NA,NA
can_ab_ets,Alberta,2019,3C6,1.0,NA,NA
can_ab_ets,Alberta,2019,3C7,1.0,NA,NA
can_ab_ets,Alberta,2019,3C8,1.0,NA,NA
can_ab_ets,Alberta,2019,3D,,NA,NA
can_ab_ets,Alberta,2019,3D1,,NA,NA
can_ab_ets,Alberta,2019,3D2,,NA,NA
can_ab_ets,Alberta,2019,4,,NA,NA
can_ab_ets,Alberta,2019,4A,1.0,NA,NA
can_ab_ets,Alberta,2019,4A1,1.0,NA,NA
can_ab_ets,Alberta,2019,4A2,1.0,NA,NA
can_ab_ets,Alberta,2019,4A3,1.0,NA,NA
can_ab_ets,Alberta,2019,4B,,NA,NA
can_ab_ets,Alberta,2019,4C,,NA,NA
can_ab_ets,Alberta,2019,4C1,,NA,NA
can_ab_ets,Alberta,2019,4C2,,NA,NA
can_ab_ets,Alberta,2019,4D,1.0,NA,NA
can_ab_ets,Alberta,2019,4D1,1.0,NA,NA
can_ab_ets,Alberta,2019,4D2,1.0,NA,NA
can_ab_ets,Alberta,2019,4E,,NA,NA
can_ab_ets,Alberta,2019,5,,NA,NA
can_ab_ets,Alberta,2019,5A,,NA,NA
can_ab_ets,Alberta,2019,5A1,,NA,NA
can_ab_ets,Alberta,2019,5A2,,NA,NA
can_ab_ets,Alberta,2020,0,,NA,NA
can_ab_ets,Alberta,2020,1,,NA,NA
can_ab_ets,Alberta,2020,1A,,NA,NA
can_ab_ets,Alberta,2020,1A1,,NA,NA
can_ab_ets,Alberta,2020,1A1A,,NA,NA
can_ab_ets,Alberta,2020,1A1A1,1.0,NA,NA
can_ab_ets,Alberta,2020,1A1A2,1.0,NA,NA
can_ab_ets,Alberta,2020,1A1A3,1.0,NA,NA
can_ab_ets,Alberta,2020,1A1B,1.0,NA,NA
can_ab_ets,Alberta,2020,1A1C,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2,,NA,NA
can_ab_ets,Alberta,2020,1A2A,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2B,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2C,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2D,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2E,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2F,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2G,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2H,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2I,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2J,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2K,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2L,1.0,NA,NA
can_ab_ets,Alberta,2020,1A2M,1.0,NA,NA
can_ab_ets,Alberta,2020,1A3,,NA,NA
can_ab_ets,Alberta,2020,1A3A,,NA,NA
can_ab_ets,Alberta,2020,1A3A1,,NA,NA
can_ab_ets,Alberta,2020,1A3A2,,NA,NA
can_ab_ets,Alberta,2020,1A3B,,NA,NA
can_ab_ets,Alberta,2020,1A3C,,NA,NA
can_ab_ets,Alberta,2020,1A3D,,NA,NA
can_ab_ets,Alberta,2020,1A3D1,,NA,NA
can_ab_ets,Alberta,2020,1A3D2,,NA,NA
can_ab_ets,Alberta,2020,1A3E,,NA,NA
can_ab_ets,Alberta,2020,1A3E1,,NA,NA
can_ab_ets,Alberta,2020,1A4,,NA,NA
can_ab_ets,Alberta,2020,1A4A,,NA,NA
can_ab_ets,Alberta,2020,1A4B,,NA,NA
can_ab_ets,Alberta,2020,1A4C,,NA,NA
can_ab_ets,Alberta,2020,1A4C1,,NA,NA
can_ab_ets,Alberta,2020,1A4C2,,NA,NA
can_ab_ets,Alberta,2020,1A4C3,,NA,NA
can_ab_ets,Alberta,2020,1A5,,NA,NA
can_ab_ets,Alberta,2020,1A5A,1.0,NA,NA
can_ab_ets,Alberta,2020,1A5B,,NA,NA
can_ab_ets,Alberta,2020,1A5C,,NA,NA
can_ab_ets,Alberta,2020,1B,,NA,NA
can_ab_ets,Alberta,2020,1B1,,NA,NA
can_ab_ets,Alberta,2020,1B1A,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A1,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A11,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A12,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A13,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A14,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A2,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A21,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1A22,1.0,NA,NA
can_ab_ets,Alberta,2020,1B1B,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A1,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A2,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A3,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A31,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A32,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A33,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A34,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A35,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2A36,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B1,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B2,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B3,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B31,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B32,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B33,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B34,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B35,1.0,NA,NA
can_ab_ets,Alberta,2020,1B2B36,1.0,NA,NA
can_ab_ets,Alberta,2020,1B3,1.0,NA,NA
can_ab_ets,Alberta,2020,1C,,NA,NA
can_ab_ets,Alberta,2020,1C1,,NA,NA
can_ab_ets,Alberta,2020,1C1A,,NA,NA
can_ab_ets,Alberta,2020,1C1B,,NA,NA
can_ab_ets,Alberta,2020,1C1C,,NA,NA
can_ab_ets,Alberta,2020,1C2,,NA,NA
can_ab_ets,Alberta,2020,1C2A,,NA,NA
can_ab_ets,Alberta,2020,1C2B,,NA,NA
can_ab_ets,Alberta,2020,1C3,,NA,NA
can_ab_ets,Alberta,2020,2,,NA,NA
can_ab_ets,Alberta,2020,2A,,NA,NA
can_ab_ets,Alberta,2020,2A1,1.0,NA,NA
can_ab_ets,Alberta,2020,2A2,1.0,NA,NA
can_ab_ets,Alberta,2020,2A3,1.0,NA,NA
can_ab_ets,Alberta,2020,2A4,1.0,NA,NA
can_ab_ets,Alberta,2020,2A4A,1.0,NA,NA
can_ab_ets,Alberta,2020,2A4B,1.0,NA,NA
can_ab_ets,Alberta,2020,2A4C,1.0,NA,NA
can_ab_ets,Alberta,2020,2A4D,1.0,NA,NA
can_ab_ets,Alberta,2020,2B,1.0,NA,NA
can_ab_ets,Alberta,2020,2B1,1.0,NA,NA
can_ab_ets,Alberta,2020,2B10,1.0,NA,NA
can_ab_ets,Alberta,2020,2B2,1.0,NA,NA
can_ab_ets,Alberta,2020,2B3,1.0,NA,NA
can_ab_ets,Alberta,2020,2B4,1.0,NA,NA
can_ab_ets,Alberta,2020,2B5,1.0,NA,NA
can_ab_ets,Alberta,2020,2B6,1.0,NA,NA
can_ab_ets,Alberta,2020,2B7,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8A,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8B,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8C,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8D,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8E,1.0,NA,NA
can_ab_ets,Alberta,2020,2B8F,1.0,NA,NA
can_ab_ets,Alberta,2020,2B9,1.0,NA,NA
can_ab_ets,Alberta,2020,2B9A,1.0,NA,NA
can_ab_ets,Alberta,2020,2B9B,1.0,NA,NA
can_ab_ets,Alberta,2020,2C,,NA,NA
can_ab_ets,Alberta,2020,2C1,1.0,NA,NA
can_ab_ets,Alberta,2020,2C2,1.0,NA,NA
can_ab_ets,Alberta,2020,2C3,1.0,NA,NA
can_ab_ets,Alberta,2020,2C4,1.0,NA,NA
can_ab_ets,Alberta,2020,2C5,1.0,NA,NA
can_ab_ets,Alberta,2020,2C6,1.0,NA,NA
can_ab_ets,Alberta,2020,2C7,1.0,NA,NA
can_ab_ets,Alberta,2020,2D,,NA,NA
can_ab_ets,Alberta,2020,2D1,1.0,NA,NA
can_ab_ets,Alberta,2020,2D2,1.0,NA,NA
can_ab_ets,Alberta,2020,2D3,1.0,NA,NA
can_ab_ets,Alberta,2020,2D4,1.0,NA,NA
can_ab_ets,Alberta,2020,2E,1.0,NA,NA
can_ab_ets,Alberta,2020,2E1,,NA,NA
can_ab_ets,Alberta,2020,2E2,,NA,NA
can_ab_ets,Alberta,2020,2E3,,NA,NA
can_ab_ets,Alberta,2020,2E4,,NA,NA
can_ab_ets,Alberta,2020,2E5,,NA,NA
can_ab_ets,Alberta,2020,2F,,NA,NA
can_ab_ets,Alberta,2020,2F1,1.0,NA,NA
can_ab_ets,Alberta,2020,2F2,1.0,NA,NA
can_ab_ets,Alberta,2020,2F3,1.0,NA,NA
can_ab_ets,Alberta,2020,2F4,1.0,NA,NA
can_ab_ets,Alberta,2020,2F5,1.0,NA,NA
can_ab_ets,Alberta,2020,2F6,1.0,NA,NA
can_ab_ets,Alberta,2020,2G,,NA,NA
can_ab_ets,Alberta,2020,2G1,1.0,NA,NA
can_ab_ets,Alberta,2020,2G2,1.0,NA,NA
can_ab_ets,Alberta,2020,2G3,1.0,NA,NA
can_ab_ets,Alberta,2020,2G4,1.0,NA,NA
can_ab_ets,Alberta,2020,2H,,NA,NA
can_ab_ets,Alberta,2020,2H1,1.0,NA,NA
can_ab_ets,Alberta,2020,2H2,1.0,NA,NA
can_ab_ets,Alberta,2020,2H3,1.0,NA,NA
can_ab_ets,Alberta,2020,3,,NA,NA
can_ab_ets,Alberta,2020,3A,,NA,NA
can_ab_ets,Alberta,2020,3A1,,NA,NA
can_ab_ets,Alberta,2020,3A2,,NA,NA
can_ab_ets,Alberta,2020,3B,,NA,NA
can_ab_ets,Alberta,2020,3B1,,NA,NA
can_ab_ets,Alberta,2020,3B1A,,NA,NA
can_ab_ets,Alberta,2020,3B1B,,NA,NA
can_ab_ets,Alberta,2020,3B2,,NA,NA
can_ab_ets,Alberta,2020,3B2A,,NA,NA
can_ab_ets,Alberta,2020,3B2B,,NA,NA
can_ab_ets,Alberta,2020,3B3,,NA,NA
can_ab_ets,Alberta,2020,3B3A,,NA,NA
can_ab_ets,Alberta,2020,3B3B,,NA,NA
can_ab_ets,Alberta,2020,3B4,,NA,NA
can_ab_ets,Alberta,2020,3B4A,,NA,NA
can_ab_ets,Alberta,2020,3B4B,,NA,NA
can_ab_ets,Alberta,2020,3B5,,NA,NA
can_ab_ets,Alberta,2020,3B5A,,NA,NA
can_ab_ets,Alberta,2020,3B5B,,NA,NA
can_ab_ets,Alberta,2020,3B6,,NA,NA
can_ab_ets,Alberta,2020,3B6A,,NA,NA
can_ab_ets,Alberta,2020,3B6B,,NA,NA
can_ab_ets,Alberta,2020,3B6B1,,NA,NA
can_ab_ets,Alberta,2020,3B6B2,,NA,NA
can_ab_ets,Alberta,2020,3B6B3,,NA,NA
can_ab_ets,Alberta,2020,3B6B4,,NA,NA
can_ab_ets,Alberta,2020,3B6B5,,NA,NA
can_ab_ets,Alberta,2020,3C,,NA,NA
can_ab_ets,Alberta,2020,3C1,1.0,NA,NA
can_ab_ets,Alberta,2020,3C2,1.0,NA,NA
can_ab_ets,Alberta,2020,3C3,1.0,NA,NA
can_ab_ets,Alberta,2020,3C4,1.0,NA,NA
can_ab_ets,Alberta,2020,3C5,1.0,NA,NA
can_ab_ets,Alberta,2020,3C6,1.0,NA,NA
can_ab_ets,Alberta,2020,3C7,1.0,NA,NA
can_ab_ets,Alberta,2020,3C8,1.0,NA,NA
can_ab_ets,Alberta,2020,3D,,NA,NA
can_ab_ets,Alberta,2020,3D1,,NA,NA
can_ab_ets,Alberta,2020,3D2,,NA,NA
can_ab_ets,Alberta,2020,4,,NA,NA
can_ab_ets,Alberta,2020,4A,1.0,NA,NA
can_ab_ets,Alberta,2020,4A1,1.0,NA,NA
can_ab_ets,Alberta,2020,4A2,1.0,NA,NA
can_ab_ets,Alberta,2020,4A3,1.0,NA,NA
can_ab_ets,Alberta,2020,4B,,NA,NA
can_ab_ets,Alberta,2020,4C,,NA,NA
can_ab_ets,Alberta,2020,4C1,,NA,NA
can_ab_ets,Alberta,2020,4C2,,NA,NA
can_ab_ets,Alberta,2020,4D,1.0,NA,NA
can_ab_ets,Alberta,2020,4D1,1.0,NA,NA
can_ab_ets,Alberta,2020,4D2,1.0,NA,NA
can_ab_ets,Alberta,2020,4E,,NA,NA
can_ab_ets,Alberta,2020,5,,NA,NA
can_ab_ets,Alberta,2020,5A,,NA,NA
can_ab_ets,Alberta,2020,5A1,,NA,NA
can_ab_ets,Alberta,2020,5A2,,NA,NA
can_ab_ets,Alberta,2021,0,,NA,NA
can_ab_ets,Alberta,2021,1,,NA,NA
can_ab_ets,Alberta,2021,1A,,NA,NA
can_ab_ets,Alberta,2021,1A1,,NA,NA
can_ab_ets,Alberta,2021,1A1A,,NA,NA
can_ab_ets,Alberta,2021,1A1A1,1.0,NA,NA
can_ab_ets,Alberta,2021,1A1A2,1.0,NA,NA
can_ab_ets,Alberta,2021,1A1A3,1.0,NA,NA
can_ab_ets,Alberta,2021,1A1B,1.0,NA,NA
can_ab_ets,Alberta,2021,1A1C,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2,,NA,NA
can_ab_ets,Alberta,2021,1A2A,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2B,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2C,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2D,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2E,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2F,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2G,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2H,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2I,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2J,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2K,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2L,1.0,NA,NA
can_ab_ets,Alberta,2021,1A2M,1.0,NA,NA
can_ab_ets,Alberta,2021,1A3,,NA,NA
can_ab_ets,Alberta,2021,1A3A,,NA,NA
can_ab_ets,Alberta,2021,1A3A1,,NA,NA
can_ab_ets,Alberta,2021,1A3A2,,NA,NA
can_ab_ets,Alberta,2021,1A3B,,NA,NA
can_ab_ets,Alberta,2021,1A3C,,NA,NA
can_ab_ets,Alberta,2021,1A3D,,NA,NA
can_ab_ets,Alberta,2021,1A3D1,,NA,NA
can_ab_ets,Alberta,2021,1A3D2,,NA,NA
can_ab_ets,Alberta,2021,1A3E,,NA,NA
can_ab_ets,Alberta,2021,1A3E1,,NA,NA
can_ab_ets,Alberta,2021,1A4,,NA,NA
can_ab_ets,Alberta,2021,1A4A,,NA,NA
