scheme_id,jurisdiction,year,ipcc_code,cf_N2O,cf_N2O_source,cf_N2O_comment
can_ns_ets,Nova Scotia,2019,0,,NA,NA
can_ns_ets,Nova Scotia,2019,1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A,,NA,NA
can_ns_ets,Nova Scotia,2019,1A1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A1A,,NA,NA
can_ns_ets,Nova Scotia,2019,1A1A1,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A1A2,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A1A3,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A1B,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A1C,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2,,NA,NA
can_ns_ets,Nova Scotia,2019,1A2A,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2B,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2C,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2D,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2E,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2F,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2G,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2H,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2I,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2J,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2K,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2L,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A2M,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A3,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3A,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3A1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3A2,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3B,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3C,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3D,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3D1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3D2,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3E,,NA,NA
can_ns_ets,Nova Scotia,2019,1A3E1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4A,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4B,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4C,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4C1,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4C2,,NA,NA
can_ns_ets,Nova Scotia,2019,1A4C3,,NA,NA
can_ns_ets,Nova Scotia,2019,1A5,,NA,NA
can_ns_ets,Nova Scotia,2019,1A5A,1.0,NA,NA
can_ns_ets,Nova Scotia,2019,1A5B,,NA,NA
can_ns_ets,Nova Scotia,2019,1A5C,,NA,NA
can_ns_ets,Nova Scotia,2019,1B,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A1,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A11,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A12,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A13,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A14,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A2,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A21,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1A22,,NA,NA
can_ns_ets,Nova Scotia,2019,1B1B,,NA,NA
