2023-11-28,71.71,72.78,EUR,1,1.080822727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.31,CNY,0.127857694,0.138191502,,30,,EUR,1,1.080822727,,,60,CNY,0.127857694,0.138191502,,,72.94,CNY,0.127857694,0.138191502,,,114.34,CNY,0.127857694,0.138191502,,,64,CNY,0.127857694,0.138191502,,,35,CNY,0.127857694,0.138191502,,,42.78,CNY,0.127857694,0.138191502,,,34.9,CNY,0.127857694,0.138191502,,,30.37,CNY,0.127857694,0.138191502,,,,,,72.75,,NZD,0.553925107,0.598694845,,,,,,16.05,USD,0.925221107,1,,,,,,,,,,,,,,7750,KRW,0.000706065,0.000763132,,,,,,,,,,,
2023-11-29,,70.87,EUR,1,1.080822727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.12,22,212.91,,GBP,1.147100693,1.2398125,,,71.05,CNY,0.127857694,0.138191502,,,,,,,,,60,CNY,0.127857694,0.138191502,,,72.01,CNY,0.127857694,0.138191502,,,114.34,CNY,0.127857694,0.138191502,,,65.67,CNY,0.127857694,0.138191502,,,35,CNY,0.127857694,0.138191502,,,44.04,CNY,0.127857694,0.138191502,,,34.9,CNY,0.127857694,0.138191502,,,29.94,CNY,0.127857694,0.138191502,,,,,,73.15,,NZD,0.553925107,0.598694845,,,,,,16.28,USD,0.925221107,1,,,,,,,,,,,,,,8200,KRW,0.000706065,0.000763132,,,,,,,,,,,
2023-11-30,70.79,70.69,EUR,1,1.080822727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.93,CNY,0.127857694,0.138191502,,30,,EUR,1,1.080822727,,,60,CNY,0.127857694,0.138191502,,74.29,68,CNY,0.127857694,0.138191502,,,114.34,CNY,0.127857694,0.138191502,,,65.3,CNY,0.127857694,0.138191502,,,35,CNY,0.127857694,0.138191502,,,43.83,CNY,0.127857694,0.138191502,,,35,CNY,0.127857694,0.138191502,,,29.37,CNY,0.127857694,0.138191502,,,,,,73.5,,NZD,0.553925107,0.598694845,,,,,,16.32,USD,0.925221107,1,,,,,,,,,,,,,,8490,KRW,0.000706065,0.000763132,,,,,,,,,,,
2023-12-01,71.45,72.38,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13,CNY,0.128283755,0.139868454,,,,,,,,,62,CNY,0.128283755,0.139868454,,,66.97,CNY,0.128283755,0.139868454,,,114.34,CNY,0.128283755,0.139868454,,,74.8,CNY,0.128283755,0.139868454,,,35,CNY,0.128283755,0.139868454,,,42.77,CNY,0.128283755,0.139868454,,,35,CNY,0.128283755,0.139868454,,,29.99,CNY,0.128283755,0.139868454,,,,,,74.85,,NZD,0.570098415,0.621581303,,,,,,16.28,USD,0.917174331,1,,,,,,,,,,,,,,8500,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-04,71.34,70.26,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11,CNY,0.128283755,0.139868454,,,,,,,,,61.01,CNY,0.128283755,0.139868454,,,66.97,CNY,0.128283755,0.139868454,,,95,CNY,0.128283755,0.139868454,,,64.17,CNY,0.128283755,0.139868454,,,34,CNY,0.128283755,0.139868454,,,33.64,CNY,0.128283755,0.139868454,,,35,CNY,0.128283755,0.139868454,,,30.19,CNY,0.128283755,0.139868454,,,,,,75.5,,NZD,0.570098415,0.621581303,,,,,,16.51,USD,0.917174331,1,,,,,,,,,,,,,,8780,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-05,69.94,68.54,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.09,CNY,0.128283755,0.139868454,,30,,EUR,1,1.090305263,,,60,CNY,0.128283755,0.139868454,,,72,CNY,0.128283755,0.139868454,,,85.06,CNY,0.128283755,0.139868454,,,64.29,CNY,0.128283755,0.139868454,,,34,CNY,0.128283755,0.139868454,,,42.84,CNY,0.128283755,0.139868454,,,37,CNY,0.128283755,0.139868454,,,30.6,CNY,0.128283755,0.139868454,,,,,,75.5,,NZD,0.570098415,0.621581303,,,,,,16.59,USD,0.917174331,1,,,,,,,,,,,,,,8780,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-06,68.71,68.73,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.57,CNY,0.128283755,0.139868454,,,,,,,,,60,CNY,0.128283755,0.139868454,,,72,CNY,0.128283755,0.139868454,,,102,CNY,0.128283755,0.139868454,,,64.11,CNY,0.128283755,0.139868454,,,33,CNY,0.128283755,0.139868454,,,42.04,CNY,0.128283755,0.139868454,,,38.5,CNY,0.128283755,0.139868454,,,30.3,CNY,0.128283755,0.139868454,,,60,173,216,75.25,,NZD,0.570098415,0.621581303,,16.4,2.76,7.57,16.4,16.48,USD,0.917174331,1,,,,,,,,,,,,,,9500,KRW,0.000703365,0.000766883,,51.89,22.2,51.9,66.68,81.47,,USD,0.917174331,1,
2023-12-07,68.76,69.58,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.93,CNY,0.128283755,0.139868454,,30,,EUR,1,1.090305263,,,59.94,CNY,0.128283755,0.139868454,,,72,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,65.49,CNY,0.128283755,0.139868454,,,33.8,CNY,0.128283755,0.139868454,,,41.37,CNY,0.128283755,0.139868454,,,38.42,CNY,0.128283755,0.139868454,,,28.54,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,15.73,USD,0.917174331,1,,,,,,,,,,,,,,10450,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-08,69.84,68.56,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.78,CNY,0.128283755,0.139868454,,,,,,,,,59.97,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,115,CNY,0.128283755,0.139868454,,,62.99,CNY,0.128283755,0.139868454,,,33.8,CNY,0.128283755,0.139868454,,,41.73,CNY,0.128283755,0.139868454,,,36.55,CNY,0.128283755,0.139868454,,,30.58,CNY,0.128283755,0.139868454,,,,,,69,,NZD,0.570098415,0.621581303,,,,,,16.76,USD,0.917174331,1,,,,,,,,,,,,,,10000,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-11,67.82,67.22,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,CNY,0.128283755,0.139868454,,,,,,,,,60,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,65.08,CNY,0.128283755,0.139868454,,,33.5,CNY,0.128283755,0.139868454,,,42.29,CNY,0.128283755,0.139868454,,,40,CNY,0.128283755,0.139868454,,,28.54,CNY,0.128283755,0.139868454,,,,,,69.25,,NZD,0.570098415,0.621581303,,,,,,16.4,USD,0.917174331,1,,,,,,,,,,,,,,9000,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-12,66.72,68.15,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.62,CNY,0.128283755,0.139868454,,,,,,,,,60,CNY,0.128283755,0.139868454,,,69.8,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,60.57,CNY,0.128283755,0.139868454,,,33.5,CNY,0.128283755,0.139868454,,,41.56,CNY,0.128283755,0.139868454,,,42,CNY,0.128283755,0.139868454,,,29.5,CNY,0.128283755,0.139868454,,,,,,71,,NZD,0.570098415,0.621581303,,,,,,16.87,USD,0.917174331,1,,,,,,,,,,,,,,9080,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-13,69.7,68.86,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,22,212.28,,GBP,1.159359945,1.26405625,,,71.38,CNY,0.128283755,0.139868454,,,,,,,,,60,CNY,0.128283755,0.139868454,,,69.8,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,64.42,CNY,0.128283755,0.139868454,,,33.76,CNY,0.128283755,0.139868454,,,41.14,CNY,0.128283755,0.139868454,,,42,CNY,0.128283755,0.139868454,,,28.48,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.86,USD,0.917174331,1,,,,,,,,,,,,,9500,9540,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-14,68.45,66.76,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,CNY,0.128283755,0.139868454,,,,,,,,,58.04,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,64.27,CNY,0.128283755,0.139868454,,,33.76,CNY,0.128283755,0.139868454,,,40.8,CNY,0.128283755,0.139868454,,,46.2,CNY,0.128283755,0.139868454,,,29.18,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.91,USD,0.917174331,1,,,,,,,,,,,,,,9670,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-15,66.6,66.33,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39,CNY,0.128283755,0.139868454,,,,,,,,,58.04,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,64.53,CNY,0.128283755,0.139868454,,,33.18,CNY,0.128283755,0.139868454,,42.25,37.13,CNY,0.128283755,0.139868454,,,46,CNY,0.128283755,0.139868454,,,30.06,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.77,USD,0.917174331,1,,,,,,,,,,,,,,9450,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-18,66.49,69.08,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8,CNY,0.128283755,0.139868454,,,,,,,,,60,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,107,CNY,0.128283755,0.139868454,,,66.6,CNY,0.128283755,0.139868454,,,33.18,CNY,0.128283755,0.139868454,,42.03,41.48,CNY,0.128283755,0.139868454,,,46.41,CNY,0.128283755,0.139868454,,,30.97,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.98,USD,0.917174331,1,,,,,,,,,,,,,,9440,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-19,,68.87,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,CNY,0.128283755,0.139868454,,,,,,,,,60.67,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,112,CNY,0.128283755,0.139868454,,,64.22,CNY,0.128283755,0.139868454,,,33.18,CNY,0.128283755,0.139868454,,,40.44,CNY,0.128283755,0.139868454,,,46,CNY,0.128283755,0.139868454,,,28.87,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.45,USD,0.917174331,1,,,,,,,,,,,,,,9000,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-20,,72.57,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29,CNY,0.128283755,0.139868454,,,,,,,,,60.5,CNY,0.128283755,0.139868454,,,69,CNY,0.128283755,0.139868454,,,112,CNY,0.128283755,0.139868454,,,63.37,CNY,0.128283755,0.139868454,,,33.18,CNY,0.128283755,0.139868454,,,38.73,CNY,0.128283755,0.139868454,,,46,CNY,0.128283755,0.139868454,,,28.95,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.84,USD,0.917174331,1,,,,,,,,,,,,,,8600,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-21,,74.82,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,CNY,0.128283755,0.139868454,,,,,,,,,60.5,CNY,0.128283755,0.139868454,,,69.5,CNY,0.128283755,0.139868454,,,112,CNY,0.128283755,0.139868454,,,64.9,CNY,0.128283755,0.139868454,,,33.68,CNY,0.128283755,0.139868454,,,36.63,CNY,0.128283755,0.139868454,,,42.49,CNY,0.128283755,0.139868454,,,28,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.96,USD,0.917174331,1,,,,,,,,,,,,,,8300,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-22,,76.13,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.99,CNY,0.128283755,0.139868454,,,,,,,,,60.5,CNY,0.128283755,0.139868454,,,69.5,CNY,0.128283755,0.139868454,,,111.38,CNY,0.128283755,0.139868454,,,63.99,CNY,0.128283755,0.139868454,,,33.68,CNY,0.128283755,0.139868454,,,37.2,CNY,0.128283755,0.139868454,,,38.25,CNY,0.128283755,0.139868454,,,27.99,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.77,USD,0.917174331,1,,,,,,,,,,,,,,8090,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-27,,76.91,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.55,CNY,0.128283755,0.139868454,,,,,,,,,56,CNY,0.128283755,0.139868454,,,69.5,CNY,0.128283755,0.139868454,,,111.38,CNY,0.128283755,0.139868454,,,64.15,CNY,0.128283755,0.139868454,,,33,CNY,0.128283755,0.139868454,,,39.82,CNY,0.128283755,0.139868454,,,45.95,CNY,0.128283755,0.139868454,,,26.2,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.78,USD,0.917174331,1,,,,,,,,,,,,,,8200,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-28,,77.13,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.01,CNY,0.128283755,0.139868454,,,,,,,,,60.81,CNY,0.128283755,0.139868454,,,68.54,CNY,0.128283755,0.139868454,,,111.38,CNY,0.128283755,0.139868454,,,66.14,CNY,0.128283755,0.139868454,,,33,CNY,0.128283755,0.139868454,,,41.77,CNY,0.128283755,0.139868454,,,47.6,CNY,0.128283755,0.139868454,,,28.02,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,15.51,USD,0.917174331,1,,,,,,,,,,,,,,9020,KRW,0.000703365,0.000766883,,,,,,,,,,,
2023-12-29,,77.25,EUR,1,1.090305263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.97,CNY,0.128283755,0.139868454,,,,,,,,,61,CNY,0.128283755,0.139868454,,,70.16,CNY,0.128283755,0.139868454,,,111.38,CNY,0.128283755,0.139868454,,,66.74,CNY,0.128283755,0.139868454,,,33,CNY,0.128283755,0.139868454,,,43.41,CNY,0.128283755,0.139868454,,,47.6,CNY,0.128283755,0.139868454,,,28,CNY,0.128283755,0.139868454,,,,,,,,,,,,,,,,16.75,USD,0.917174331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,,73.17,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.47,CNY,0.127868482,0.139442324,,,,,,,,,57.02,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,64.81,CNY,0.127868482,0.139442324,,,33,CNY,0.127868482,0.139442324,,,42.75,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,30,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9350,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-03,,74.57,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,CNY,0.127868482,0.139442324,,,,,,,,,57.02,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,65.12,CNY,0.127868482,0.139442324,,,33,CNY,0.127868482,0.139442324,,,40.5,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,31.08,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,16.21,USD,0.916999079,1,,,,,,,,,,,,,,8730,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-04,,73.05,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.53,CNY,0.127868482,0.139442324,,,,,,,,,57.02,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,64.91,CNY,0.127868482,0.139442324,,,33,CNY,0.127868482,0.139442324,,,42.7,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-05,,73.56,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.02,CNY,0.127868482,0.139442324,,,,,,,,,57.02,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,64.69,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,40.37,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,34.79,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8490,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-08,,69.74,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,65.04,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,40.04,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,35.22,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,15.76,USD,0.916999079,1,,,,,,,,,,,,,,8160,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-09,,69.3,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,65.29,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,40.54,CNY,0.127868482,0.139442324,,,47.6,CNY,0.127868482,0.139442324,,,36.14,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.22,USD,0.916999079,1,,,,,,,,,,,,,,8030,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-10,,67.39,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.02,22,213.38,,GBP,1.16443163,1.269828571,,,75,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,65.5,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,39.77,CNY,0.127868482,0.139442324,,,49,CNY,0.127868482,0.139442324,,,32.72,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.45,USD,0.916999079,1,,,,,,,,,,,,,8200,8250,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-11,,65.42,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,64.53,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,39.18,CNY,0.127868482,0.139442324,,,49,CNY,0.127868482,0.139442324,,,33.12,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.45,USD,0.916999079,1,,,,,,,,,,,,,,8460,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-12,,63.44,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,70.16,CNY,0.127868482,0.139442324,,,111.38,CNY,0.127868482,0.139442324,,,65.31,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,40.79,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,29.81,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.46,USD,0.916999079,1,,,,,,,,,,,,,,8680,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-15,63.5,64.85,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,69.5,CNY,0.127868482,0.139442324,,,108.01,CNY,0.127868482,0.139442324,,,65.85,CNY,0.127868482,0.139442324,,,33.5,CNY,0.127868482,0.139442324,,,40.81,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,29,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8520,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-16,63.2,63.24,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,CNY,0.127868482,0.139442324,,,,,,,,,52.16,CNY,0.127868482,0.139442324,,,69.5,CNY,0.127868482,0.139442324,,,108.01,CNY,0.127868482,0.139442324,,,66.16,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,41.53,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,31,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.53,USD,0.916999079,1,,,,,,,,,,,,,,8620,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-17,62.96,60.85,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,CNY,0.127868482,0.139442324,,,,,,,,,56.72,CNY,0.127868482,0.139442324,,,69.5,CNY,0.127868482,0.139442324,,,108.01,CNY,0.127868482,0.139442324,,,66.89,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,40.25,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,34.07,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.47,USD,0.916999079,1,,,,,,,,,,,,,,8930,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-18,61.28,60.7,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,CNY,0.127868482,0.139442324,,,,,,,,,59.55,CNY,0.127868482,0.139442324,,,69.5,CNY,0.127868482,0.139442324,,,108.01,CNY,0.127868482,0.139442324,,,62.01,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,41.2,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,37.14,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.53,USD,0.916999079,1,,,,,,,,,,,,,,9000,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-19,61.93,61.3,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.96,CNY,0.127868482,0.139442324,,,,,,,,,59.55,CNY,0.127868482,0.139442324,,,69.5,CNY,0.127868482,0.139442324,,,108.01,CNY,0.127868482,0.139442324,,,66.17,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,40.62,CNY,0.127868482,0.139442324,,,47,CNY,0.127868482,0.139442324,,,33.43,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.58,USD,0.916999079,1,,,,,,,,,,,,,,9020,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-22,59.74,59.79,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,CNY,0.127868482,0.139442324,,,,,,,,,58.06,CNY,0.127868482,0.139442324,,,69.82,CNY,0.127868482,0.139442324,,,105.48,CNY,0.127868482,0.139442324,,,64.37,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,38.66,CNY,0.127868482,0.139442324,,,49,CNY,0.127868482,0.139442324,,,36.6,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.34,USD,0.916999079,1,,,,,,,,,,,,,,9070,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-23,60.55,60.78,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54,CNY,0.127868482,0.139442324,,,,,,,,,57.88,CNY,0.127868482,0.139442324,,,69.82,CNY,0.127868482,0.139442324,,,105.48,CNY,0.127868482,0.139442324,,,62.36,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,41.06,CNY,0.127868482,0.139442324,,,49,CNY,0.127868482,0.139442324,,,32.94,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9070,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-24,62,63.48,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.61,22,213.38,,GBP,1.16443163,1.269828571,,,73.86,CNY,0.127868482,0.139442324,,,,,,,,,57.88,CNY,0.127868482,0.139442324,,,69.82,CNY,0.127868482,0.139442324,,,105.48,CNY,0.127868482,0.139442324,,,66.06,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,38.77,CNY,0.127868482,0.139442324,,,46.79,CNY,0.127868482,0.139442324,,,30.22,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,14.99,USD,0.916999079,1,,,,,,,,,,,,,,8990,KRW,0.000692823,0.000755532,,,,,,,,,,,
2024-01-25,61.95,60.97,EUR,1,1.090513636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,CNY,0.127868482,0.139442324,,,,,,,,,57.88,CNY,0.127868482,0.139442324,,,69.82,CNY,0.127868482,0.139442324,,,105.48,CNY,0.127868482,0.139442324,,,66.74,CNY,0.127868482,0.139442324,,,34,CNY,0.127868482,0.139442324,,,40.59,CNY,0.127868482,0.139442324,,,49.18,CNY,0.127868482,0.139442324,,,28.96,CNY,0.127868482,0.139442324,,,,,,,,,,,,,,,,17.77,USD,0.916999079,1,,,,,,,,,,,,,,8800,KRW,0.000692823,0.000755532,,,,,,,,,,,
