jurisdiction,year,ipcc_code,Product
,1993,1A2A,Coal
,1993,1A2A,Natural gas
,1993,1A2A,Oil
,1993,1A2B,Coal
,1993,1A2B,Natural gas
,1993,1A2B,Oil
,1993,1A2C,Coal
,1993,1A2C,Natural gas
,1993,1A2C,Oil
,1993,1A2D,Coal
,1993,1A2D,Natural gas
,1993,1A2D,Oil
,1993,1A2E,Coal
,1993,1A2E,Natural gas
,1993,1A2E,Oil
,1993,1A2F,Coal
,1993,1A2F,Natural gas
,1993,1A2F,Oil
,1993,1A2G,Coal
,1993,1A2G,Natural gas
,1993,1A2G,Oil
,1993,1A2H,Coal
,1993,1A2H,Natural gas
,1993,1A2H,Oil
,1993,1A2I,Coal
,1993,1A2I,Natural gas
,1993,1A2I,Oil
,1993,1A2J,Coal
,1993,1A2J,Natural gas
,1993,1A2J,Oil
,1993,1A2K,Coal
,1993,1A2K,Natural gas
,1993,1A2K,Oil
,1993,1A2L,Coal
,1993,1A2L,Natural gas
,1993,1A2L,Oil
,1993,1A2M,Coal
,1993,1A2M,Natural gas
,1993,1A2M,Oil
,1993,1A3,Coal
,1993,1A3,Natural gas
,1993,1A3,Oil
,1993,1A3A,Coal
,1993,1A3A,Natural gas
,1993,1A3A,Oil
,1993,1A3A1,Coal
,1993,1A3A1,Natural gas
,1993,1A3A1,Oil
,1993,1A3A2,Coal
,1993,1A3A2,Natural gas
,1993,1A3A2,Oil
,1993,1A3B,Coal
,1993,1A3B,Natural gas
,1993,1A3B,Oil
,1993,1A3C,Coal
,1993,1A3C,Natural gas
,1993,1A3C,Oil
,1993,1A3D,Coal
,1993,1A3D,Natural gas
,1993,1A3D,Oil
,1993,1A3D1,Coal
,1993,1A3D1,Natural gas
,1993,1A3D1,Oil
,1993,1A3D2,Coal
,1993,1A3D2,Natural gas
,1993,1A3D2,Oil
,1993,1A3E,Coal
,1993,1A3E,Natural gas
,1993,1A3E,Oil
,1993,1A3E1,Coal
,1993,1A3E1,Natural gas
,1993,1A3E1,Oil
,1993,1A4,Coal
,1993,1A4,Natural gas
,1993,1A4,Oil
,1993,1A4A,Coal
,1993,1A4A,Natural gas
,1993,1A4A,Oil
,1993,1A4B,Coal
,1993,1A4B,Natural gas
,1993,1A4B,Oil
,1993,1A4C,Coal
,1993,1A4C,Natural gas
,1993,1A4C,Oil
,1993,1A4C1,Coal
,1993,1A4C1,Natural gas
,1993,1A4C1,Oil
,1993,1A4C2,Coal
,1993,1A4C2,Natural gas
,1993,1A4C2,Oil
,1993,1A4C3,Coal
,1993,1A4C3,Natural gas
,1993,1A4C3,Oil
,1993,1A5,Coal
,1993,1A5,Natural gas
,1993,1A5,Oil
,1993,1A5A,Coal
,1993,1A5A,Natural gas
,1993,1A5A,Oil
,1993,1A5B,Coal
,1993,1A5B,Natural gas
,1993,1A5B,Oil
,1993,1A5C,Coal
,1993,1A5C,Natural gas
,1993,1A5C,Oil
,1993,1B,
,1993,1B1,
,1993,1B1A,
,1993,1B1A1,
,1993,1B1A11,
,1993,1B1A12,
,1993,1B1A13,
,1993,1B1A14,
,1993,1B1A2,
,1993,1B1A21,
,1993,1B1A22,
,1993,1B1B,
,1993,1B2,
,1993,1B2A,
,1993,1B2A1,
,1993,1B2A2,
,1993,1B2A3,
,1993,1B2A31,
,1993,1B2A32,
,1993,1B2A33,
,1993,1B2A34,
,1993,1B2A35,
,1993,1B2A36,
,1993,1B2B,
,1993,1B2B1,
,1993,1B2B2,
,1993,1B2B3,
,1993,1B2B31,
,1993,1B2B32,
,1993,1B2B33,
,1993,1B2B34,
,1993,1B2B35,
,1993,1B2B36,
,1993,1B3,
,1993,1C,
,1993,1C1,
,1993,1C1A,
,1993,1C1B,
,1993,1C1C,
,1993,1C2,
,1993,1C2A,
,1993,1C2B,
,1993,1C3,
,1993,2A,
,1993,2A1,
,1993,2A2,
,1993,2A3,
,1993,2A4,
,1993,2A4A,
,1993,2A4B,
,1993,2A4C,
,1993,2A4D,
,1993,2B,
,1993,2B1,
,1993,2B10,
,1993,2B2,
,1993,2B3,
,1993,2B4,
,1993,2B5,
,1993,2B6,
,1993,2B7,
,1993,2B8,
,1993,2B8A,
,1993,2B8B,
,1993,2B8C,
,1993,2B8D,
,1993,2B8E,
,1993,2B8F,
,1993,2B9,
,1993,2B9A,
,1993,2B9B,
,1993,2C,
,1993,2C1,
,1993,2C2,
,1993,2C3,
,1993,2C4,
,1993,2C5,
,1993,2C6,
,1993,2C7,
,1993,2D,
,1993,2D1,
,1993,2D2,
,1993,2D3,
,1993,2D4,
,1993,2E,
,1993,2E1,
,1993,2E2,
,1993,2E3,
,1993,2E4,
,1993,2E5,
,1993,2F,
,1993,2F1,
,1993,2F2,
,1993,2F3,
,1993,2F4,
,1993,2F5,
,1993,2F6,
,1993,2G,
,1993,2G1,
,1993,2G2,
,1993,2G3,
,1993,2G4,
,1993,2H,
,1993,2H1,
,1993,2H2,
,1993,2H3,
,1993,3A,
,1993,3A1,
,1993,3A2,
,1993,3B,
,1993,3B1,
,1993,3B1A,
,1993,3B1B,
,1993,3B2,
,1993,3B2A,
,1993,3B2B,
,1993,3B3,
,1993,3B3A,
,1993,3B3B,
,1993,3B4,
,1993,3B4A,
,1993,3B4B,
,1993,3B5,
,1993,3B5A,
,1993,3B5B,
,1993,3B6,
,1993,3B6A,
,1993,3B6B,
,1993,3B6B1,
,1993,3B6B2,
,1993,3B6B3,
,1993,3B6B4,
,1993,3B6B5,
,1993,3C,
,1993,3C1,
,1993,3C2,
,1993,3C3,
,1993,3C4,
,1993,3C5,
,1993,3C6,
,1993,3C7,
,1993,3C8,
,1993,3D,
,1993,3D1,
,1993,3D2,
,1993,4A,
,1993,4A1,
,1993,4A2,
,1993,4A3,
,1993,4B,
,1993,4C,
,1993,4C1,
,1993,4C2,
,1993,4D,
,1993,4D1,
,1993,4D2,
,1993,4E,
,1993,5A,
,1993,5A1,
,1993,5A2,
,1994,0,
,1994,1,
,1994,2,
,1994,3,
,1994,4,
,1994,5,
,1994,1A,Coal
,1994,1A,Natural gas
,1994,1A,Oil
,1994,1A1,Coal
,1994,1A1,Natural gas
,1994,1A1,Oil
,1994,1A1A,Coal
,1994,1A1A,Natural gas
,1994,1A1A,Oil
,1994,1A1A1,Coal
,1994,1A1A1,Natural gas
,1994,1A1A1,Oil
,1994,1A1A2,Coal
,1994,1A1A2,Natural gas
,1994,1A1A2,Oil
,1994,1A1A3,Coal
,1994,1A1A3,Natural gas
,1994,1A1A3,Oil
,1994,1A1B,Coal
,1994,1A1B,Natural gas
,1994,1A1B,Oil
,1994,1A1C,Coal
,1994,1A1C,Natural gas
,1994,1A1C,Oil
,1994,1A2,Coal
,1994,1A2,Natural gas
,1994,1A2,Oil
,1994,1A2A,Coal
,1994,1A2A,Natural gas
,1994,1A2A,Oil
,1994,1A2B,Coal
,1994,1A2B,Natural gas
,1994,1A2B,Oil
,1994,1A2C,Coal
,1994,1A2C,Natural gas
,1994,1A2C,Oil
,1994,1A2D,Coal
,1994,1A2D,Natural gas
,1994,1A2D,Oil
,1994,1A2E,Coal
,1994,1A2E,Natural gas
,1994,1A2E,Oil
,1994,1A2F,Coal
,1994,1A2F,Natural gas
,1994,1A2F,Oil
,1994,1A2G,Coal
,1994,1A2G,Natural gas
,1994,1A2G,Oil
,1994,1A2H,Coal
,1994,1A2H,Natural gas
,1994,1A2H,Oil
,1994,1A2I,Coal
,1994,1A2I,Natural gas
,1994,1A2I,Oil
,1994,1A2J,Coal
,1994,1A2J,Natural gas
,1994,1A2J,Oil
,1994,1A2K,Coal
,1994,1A2K,Natural gas
,1994,1A2K,Oil
,1994,1A2L,Coal
,1994,1A2L,Natural gas
,1994,1A2L,Oil
,1994,1A2M,Coal
,1994,1A2M,Natural gas
,1994,1A2M,Oil
,1994,1A3,Coal
,1994,1A3,Natural gas
,1994,1A3,Oil
,1994,1A3A,Coal
,1994,1A3A,Natural gas
,1994,1A3A,Oil
,1994,1A3A1,Coal
,1994,1A3A1,Natural gas
,1994,1A3A1,Oil
,1994,1A3A2,Coal
,1994,1A3A2,Natural gas
,1994,1A3A2,Oil
,1994,1A3B,Coal
,1994,1A3B,Natural gas
,1994,1A3B,Oil
,1994,1A3C,Coal
,1994,1A3C,Natural gas
,1994,1A3C,Oil
,1994,1A3D,Coal
,1994,1A3D,Natural gas
,1994,1A3D,Oil
,1994,1A3D1,Coal
,1994,1A3D1,Natural gas
,1994,1A3D1,Oil
,1994,1A3D2,Coal
,1994,1A3D2,Natural gas
,1994,1A3D2,Oil
,1994,1A3E,Coal
,1994,1A3E,Natural gas
,1994,1A3E,Oil
,1994,1A3E1,Coal
,1994,1A3E1,Natural gas
,1994,1A3E1,Oil
,1994,1A4,Coal
,1994,1A4,Natural gas
,1994,1A4,Oil
,1994,1A4A,Coal
,1994,1A4A,Natural gas
,1994,1A4A,Oil
,1994,1A4B,Coal
,1994,1A4B,Natural gas
,1994,1A4B,Oil
,1994,1A4C,Coal
,1994,1A4C,Natural gas
,1994,1A4C,Oil
,1994,1A4C1,Coal
,1994,1A4C1,Natural gas
,1994,1A4C1,Oil
,1994,1A4C2,Coal
,1994,1A4C2,Natural gas
,1994,1A4C2,Oil
,1994,1A4C3,Coal
,1994,1A4C3,Natural gas
,1994,1A4C3,Oil
,1994,1A5,Coal
,1994,1A5,Natural gas
,1994,1A5,Oil
,1994,1A5A,Coal
,1994,1A5A,Natural gas
,1994,1A5A,Oil
,1994,1A5B,Coal
,1994,1A5B,Natural gas
,1994,1A5B,Oil
,1994,1A5C,Coal
,1994,1A5C,Natural gas
,1994,1A5C,Oil
,1994,1B,
,1994,1B1,
,1994,1B1A,
,1994,1B1A1,
,1994,1B1A11,
,1994,1B1A12,
,1994,1B1A13,
,1994,1B1A14,
,1994,1B1A2,
,1994,1B1A21,
,1994,1B1A22,
,1994,1B1B,
,1994,1B2,
,1994,1B2A,
,1994,1B2A1,
,1994,1B2A2,
,1994,1B2A3,
,1994,1B2A31,
,1994,1B2A32,
,1994,1B2A33,
,1994,1B2A34,
,1994,1B2A35,
,1994,1B2A36,
,1994,1B2B,
,1994,1B2B1,
,1994,1B2B2,
,1994,1B2B3,
,1994,1B2B31,
,1994,1B2B32,
,1994,1B2B33,
,1994,1B2B34,
,1994,1B2B35,
,1994,1B2B36,
,1994,1B3,
,1994,1C,
,1994,1C1,
,1994,1C1A,
,1994,1C1B,
,1994,1C1C,
,1994,1C2,
,1994,1C2A,
,1994,1C2B,
,1994,1C3,
,1994,2A,
,1994,2A1,
,1994,2A2,
,1994,2A3,
,1994,2A4,
,1994,2A4A,
,1994,2A4B,
,1994,2A4C,
,1994,2A4D,
,1994,2B,
,1994,2B1,
,1994,2B10,
,1994,2B2,
,1994,2B3,
,1994,2B4,
,1994,2B5,
,1994,2B6,
,1994,2B7,
,1994,2B8,
,1994,2B8A,
,1994,2B8B,
,1994,2B8C,
,1994,2B8D,
,1994,2B8E,
,1994,2B8F,
,1994,2B9,
,1994,2B9A,
,1994,2B9B,
,1994,2C,
,1994,2C1,
,1994,2C2,
,1994,2C3,
,1994,2C4,
,1994,2C5,
,1994,2C6,
,1994,2C7,
,1994,2D,
,1994,2D1,
,1994,2D2,
,1994,2D3,
,1994,2D4,
,1994,2E,
,1994,2E1,
,1994,2E2,
,1994,2E3,
,1994,2E4,
,1994,2E5,
,1994,2F,
,1994,2F1,
,1994,2F2,
,1994,2F3,
,1994,2F4,
,1994,2F5,
,1994,2F6,
,1994,2G,
,1994,2G1,
,1994,2G2,
,1994,2G3,
,1994,2G4,
,1994,2H,
,1994,2H1,
,1994,2H2,
,1994,2H3,
,1994,3A,
,1994,3A1,
,1994,3A2,
,1994,3B,
,1994,3B1,
,1994,3B1A,
,1994,3B1B,
,1994,3B2,
,1994,3B2A,
,1994,3B2B,
,1994,3B3,
,1994,3B3A,
,1994,3B3B,
,1994,3B4,
,1994,3B4A,
,1994,3B4B,
,1994,3B5,
,1994,3B5A,
,1994,3B5B,
,1994,3B6,
,1994,3B6A,
,1994,3B6B,
,1994,3B6B1,
,1994,3B6B2,
,1994,3B6B3,
,1994,3B6B4,
,1994,3B6B5,
,1994,3C,
,1994,3C1,
,1994,3C2,
,1994,3C3,
,1994,3C4,
,1994,3C5,
,1994,3C6,
,1994,3C7,
,1994,3C8,
,1994,3D,
,1994,3D1,
,1994,3D2,
,1994,4A,
,1994,4A1,
,1994,4A2,
,1994,4A3,
,1994,4B,
,1994,4C,
,1994,4C1,
,1994,4C2,
,1994,4D,
,1994,4D1,
,1994,4D2,
,1994,4E,
,1994,5A,
,1994,5A1,
,1994,5A2,
,1995,0,
,1995,1,
,1995,2,
,1995,3,
,1995,4,
,1995,5,
,1995,1A,Coal
,1995,1A,Natural gas
,1995,1A,Oil
,1995,1A1,Coal
,1995,1A1,Natural gas
,1995,1A1,Oil
,1995,1A1A,Coal
,1995,1A1A,Natural gas
,1995,1A1A,Oil
,1995,1A1A1,Coal
,1995,1A1A1,Natural gas
,1995,1A1A1,Oil
,1995,1A1A2,Coal
,1995,1A1A2,Natural gas
,1995,1A1A2,Oil
,1995,1A1A3,Coal
,1995,1A1A3,Natural gas
,1995,1A1A3,Oil
,1995,1A1B,Coal
,1995,1A1B,Natural gas
,1995,1A1B,Oil
,1995,1A1C,Coal
,1995,1A1C,Natural gas
,1995,1A1C,Oil
,1995,1A2,Coal
,1995,1A2,Natural gas
,1995,1A2,Oil
,1995,1A2A,Coal
,1995,1A2A,Natural gas
,1995,1A2A,Oil
,1995,1A2B,Coal
,1995,1A2B,Natural gas
,1995,1A2B,Oil
,1995,1A2C,Coal
,1995,1A2C,Natural gas
,1995,1A2C,Oil
,1995,1A2D,Coal
,1995,1A2D,Natural gas
,1995,1A2D,Oil
,1995,1A2E,Coal
,1995,1A2E,Natural gas
,1995,1A2E,Oil
,1995,1A2F,Coal
,1995,1A2F,Natural gas
,1995,1A2F,Oil
,1995,1A2G,Coal
,1995,1A2G,Natural gas
,1995,1A2G,Oil
,1995,1A2H,Coal
,1995,1A2H,Natural gas
,1995,1A2H,Oil
,1995,1A2I,Coal
,1995,1A2I,Natural gas
,1995,1A2I,Oil
,1995,1A2J,Coal
,1995,1A2J,Natural gas
,1995,1A2J,Oil
,1995,1A2K,Coal
,1995,1A2K,Natural gas
,1995,1A2K,Oil
,1995,1A2L,Coal
,1995,1A2L,Natural gas
,1995,1A2L,Oil
,1995,1A2M,Coal
,1995,1A2M,Natural gas
,1995,1A2M,Oil
,1995,1A3,Coal
,1995,1A3,Natural gas
,1995,1A3,Oil
,1995,1A3A,Coal
,1995,1A3A,Natural gas
,1995,1A3A,Oil
,1995,1A3A1,Coal
,1995,1A3A1,Natural gas
,1995,1A3A1,Oil
,1995,1A3A2,Coal
,1995,1A3A2,Natural gas
,1995,1A3A2,Oil
,1995,1A3B,Coal
,1995,1A3B,Natural gas
,1995,1A3B,Oil
,1995,1A3C,Coal
,1995,1A3C,Natural gas
,1995,1A3C,Oil
,1995,1A3D,Coal
,1995,1A3D,Natural gas
,1995,1A3D,Oil
,1995,1A3D1,Coal
,1995,1A3D1,Natural gas
,1995,1A3D1,Oil
,1995,1A3D2,Coal
,1995,1A3D2,Natural gas
,1995,1A3D2,Oil
,1995,1A3E,Coal
,1995,1A3E,Natural gas
,1995,1A3E,Oil
,1995,1A3E1,Coal
,1995,1A3E1,Natural gas
,1995,1A3E1,Oil
,1995,1A4,Coal
,1995,1A4,Natural gas
,1995,1A4,Oil
,1995,1A4A,Coal
,1995,1A4A,Natural gas
,1995,1A4A,Oil
,1995,1A4B,Coal
,1995,1A4B,Natural gas
,1995,1A4B,Oil
,1995,1A4C,Coal
,1995,1A4C,Natural gas
,1995,1A4C,Oil
,1995,1A4C1,Coal
,1995,1A4C1,Natural gas
,1995,1A4C1,Oil
,1995,1A4C2,Coal
,1995,1A4C2,Natural gas
,1995,1A4C2,Oil
,1995,1A4C3,Coal
,1995,1A4C3,Natural gas
,1995,1A4C3,Oil
,1995,1A5,Coal
,1995,1A5,Natural gas
,1995,1A5,Oil
,1995,1A5A,Coal
,1995,1A5A,Natural gas
,1995,1A5A,Oil
,1995,1A5B,Coal
,1995,1A5B,Natural gas
,1995,1A5B,Oil
,1995,1A5C,Coal
,1995,1A5C,Natural gas
,1995,1A5C,Oil
,1995,1B,
,1995,1B1,
,1995,1B1A,
,1995,1B1A1,
,1995,1B1A11,
,1995,1B1A12,
,1995,1B1A13,
,1995,1B1A14,
,1995,1B1A2,
,1995,1B1A21,
,1995,1B1A22,
,1995,1B1B,
,1995,1B2,
,1995,1B2A,
,1995,1B2A1,
,1995,1B2A2,
,1995,1B2A3,
,1995,1B2A31,
,1995,1B2A32,
,1995,1B2A33,
,1995,1B2A34,
,1995,1B2A35,
,1995,1B2A36,
,1995,1B2B,
,1995,1B2B1,
,1995,1B2B2,
,1995,1B2B3,
,1995,1B2B31,
,1995,1B2B32,
,1995,1B2B33,
,1995,1B2B34,
,1995,1B2B35,
,1995,1B2B36,
,1995,1B3,
,1995,1C,
,1995,1C1,
,1995,1C1A,
,1995,1C1B,
,1995,1C1C,
,1995,1C2,
,1995,1C2A,
,1995,1C2B,
,1995,1C3,
,1995,2A,
,1995,2A1,
,1995,2A2,
,1995,2A3,
,1995,2A4,
,1995,2A4A,
,1995,2A4B,
,1995,2A4C,
,1995,2A4D,
,1995,2B,
,1995,2B1,
,1995,2B10,
,1995,2B2,
,1995,2B3,
,1995,2B4,
,1995,2B5,
,1995,2B6,
,1995,2B7,
,1995,2B8,
,1995,2B8A,
,1995,2B8B,
,1995,2B8C,
,1995,2B8D,
,1995,2B8E,
,1995,2B8F,
,1995,2B9,
,1995,2B9A,
,1995,2B9B,
,1995,2C,
,1995,2C1,
,1995,2C2,
,1995,2C3,
,1995,2C4,
,1995,2C5,
,1995,2C6,
,1995,2C7,
,1995,2D,
,1995,2D1,
,1995,2D2,
,1995,2D3,
,1995,2D4,
,1995,2E,
,1995,2E1,
,1995,2E2,
,1995,2E3,
,1995,2E4,
,1995,2E5,
,1995,2F,
,1995,2F1,
,1995,2F2,
,1995,2F3,
,1995,2F4,
,1995,2F5,
,1995,2F6,
,1995,2G,
,1995,2G1,
,1995,2G2,
,1995,2G3,
,1995,2G4,
,1995,2H,
,1995,2H1,
,1995,2H2,
,1995,2H3,
,1995,3A,
,1995,3A1,
,1995,3A2,
,1995,3B,
,1995,3B1,
,1995,3B1A,
,1995,3B1B,
,1995,3B2,
,1995,3B2A,
,1995,3B2B,
,1995,3B3,
,1995,3B3A,
,1995,3B3B,
,1995,3B4,
,1995,3B4A,
,1995,3B4B,
,1995,3B5,
,1995,3B5A,
,1995,3B5B,
,1995,3B6,
,1995,3B6A,
,1995,3B6B,
,1995,3B6B1,
,1995,3B6B2,
,1995,3B6B3,
,1995,3B6B4,
,1995,3B6B5,
,1995,3C,
,1995,3C1,
,1995,3C2,
,1995,3C3,
,1995,3C4,
,1995,3C5,
,1995,3C6,
,1995,3C7,
,1995,3C8,
,1995,3D,
,1995,3D1,
,1995,3D2,
,1995,4A,
,1995,4A1,
,1995,4A2,
,1995,4A3,
,1995,4B,
,1995,4C,
,1995,4C1,
,1995,4C2,
,1995,4D,
,1995,4D1,
,1995,4D2,
,1995,4E,
,1995,5A,
,1995,5A1,
,1995,5A2,
,1996,0,
,1996,1,
,1996,2,
,1996,3,
,1996,4,
,1996,5,
,1996,1A,Coal
,1996,1A,Natural gas
,1996,1A,Oil
,1996,1A1,Coal
,1996,1A1,Natural gas
,1996,1A1,Oil
,1996,1A1A,Coal
,1996,1A1A,Natural gas
,1996,1A1A,Oil
,1996,1A1A1,Coal
,1996,1A1A1,Natural gas
,1996,1A1A1,Oil
,1996,1A1A2,Coal
,1996,1A1A2,Natural gas
,1996,1A1A2,Oil
,1996,1A1A3,Coal
,1996,1A1A3,Natural gas
,1996,1A1A3,Oil
,1996,1A1B,Coal
,1996,1A1B,Natural gas
,1996,1A1B,Oil
,1996,1A1C,Coal
,1996,1A1C,Natural gas
,1996,1A1C,Oil
,1996,1A2,Coal
,1996,1A2,Natural gas
,1996,1A2,Oil
,1996,1A2A,Coal
,1996,1A2A,Natural gas
,1996,1A2A,Oil
,1996,1A2B,Coal
,1996,1A2B,Natural gas
,1996,1A2B,Oil
,1996,1A2C,Coal
,1996,1A2C,Natural gas
,1996,1A2C,Oil
,1996,1A2D,Coal
,1996,1A2D,Natural gas
,1996,1A2D,Oil
,1996,1A2E,Coal
,1996,1A2E,Natural gas
,1996,1A2E,Oil
,1996,1A2F,Coal
,1996,1A2F,Natural gas
,1996,1A2F,Oil
,1996,1A2G,Coal
,1996,1A2G,Natural gas
,1996,1A2G,Oil
,1996,1A2H,Coal
,1996,1A2H,Natural gas
,1996,1A2H,Oil
,1996,1A2I,Coal
,1996,1A2I,Natural gas
,1996,1A2I,Oil
,1996,1A2J,Coal
,1996,1A2J,Natural gas
,1996,1A2J,Oil
,1996,1A2K,Coal
,1996,1A2K,Natural gas
,1996,1A2K,Oil
,1996,1A2L,Coal
,1996,1A2L,Natural gas
,1996,1A2L,Oil
,1996,1A2M,Coal
,1996,1A2M,Natural gas
,1996,1A2M,Oil
,1996,1A3,Coal
,1996,1A3,Natural gas
,1996,1A3,Oil
,1996,1A3A,Coal
,1996,1A3A,Natural gas
,1996,1A3A,Oil
,1996,1A3A1,Coal
,1996,1A3A1,Natural gas
,1996,1A3A1,Oil
,1996,1A3A2,Coal
,1996,1A3A2,Natural gas
,1996,1A3A2,Oil
,1996,1A3B,Coal
,1996,1A3B,Natural gas
,1996,1A3B,Oil
,1996,1A3C,Coal
,1996,1A3C,Natural gas
,1996,1A3C,Oil
,1996,1A3D,Coal
,1996,1A3D,Natural gas
,1996,1A3D,Oil
,1996,1A3D1,Coal
,1996,1A3D1,Natural gas
,1996,1A3D1,Oil
,1996,1A3D2,Coal
,1996,1A3D2,Natural gas
,1996,1A3D2,Oil
,1996,1A3E,Coal
,1996,1A3E,Natural gas
,1996,1A3E,Oil
,1996,1A3E1,Coal
,1996,1A3E1,Natural gas
,1996,1A3E1,Oil
,1996,1A4,Coal
,1996,1A4,Natural gas
,1996,1A4,Oil
,1996,1A4A,Coal
,1996,1A4A,Natural gas
,1996,1A4A,Oil
,1996,1A4B,Coal
,1996,1A4B,Natural gas
,1996,1A4B,Oil
,1996,1A4C,Coal
,1996,1A4C,Natural gas
,1996,1A4C,Oil
,1996,1A4C1,Coal
,1996,1A4C1,Natural gas
,1996,1A4C1,Oil
,1996,1A4C2,Coal
,1996,1A4C2,Natural gas
,1996,1A4C2,Oil
,1996,1A4C3,Coal
,1996,1A4C3,Natural gas
,1996,1A4C3,Oil
,1996,1A5,Coal
,1996,1A5,Natural gas
,1996,1A5,Oil
,1996,1A5A,Coal
,1996,1A5A,Natural gas
,1996,1A5A,Oil
,1996,1A5B,Coal
,1996,1A5B,Natural gas
,1996,1A5B,Oil
,1996,1A5C,Coal
,1996,1A5C,Natural gas
,1996,1A5C,Oil
,1996,1B,
,1996,1B1,
,1996,1B1A,
,1996,1B1A1,
,1996,1B1A11,
,1996,1B1A12,
,1996,1B1A13,
,1996,1B1A14,
,1996,1B1A2,
,1996,1B1A21,
,1996,1B1A22,
,1996,1B1B,
,1996,1B2,
,1996,1B2A,
,1996,1B2A1,
,1996,1B2A2,
,1996,1B2A3,
,1996,1B2A31,
,1996,1B2A32,
,1996,1B2A33,
,1996,1B2A34,
,1996,1B2A35,
,1996,1B2A36,
,1996,1B2B,
,1996,1B2B1,
,1996,1B2B2,
,1996,1B2B3,
,1996,1B2B31,
,1996,1B2B32,
,1996,1B2B33,
,1996,1B2B34,
,1996,1B2B35,
,1996,1B2B36,
,1996,1B3,
,1996,1C,
,1996,1C1,
,1996,1C1A,
,1996,1C1B,
,1996,1C1C,
,1996,1C2,
,1996,1C2A,
,1996,1C2B,
,1996,1C3,
,1996,2A,
,1996,2A1,
,1996,2A2,
,1996,2A3,
,1996,2A4,
,1996,2A4A,
,1996,2A4B,
,1996,2A4C,
,1996,2A4D,
,1996,2B,
,1996,2B1,
,1996,2B10,
,1996,2B2,
,1996,2B3,
,1996,2B4,
,1996,2B5,
,1996,2B6,
,1996,2B7,
,1996,2B8,
,1996,2B8A,
,1996,2B8B,
,1996,2B8C,
,1996,2B8D,
,1996,2B8E,
,1996,2B8F,
,1996,2B9,
,1996,2B9A,
,1996,2B9B,
,1996,2C,
,1996,2C1,
,1996,2C2,
,1996,2C3,
,1996,2C4,
,1996,2C5,
,1996,2C6,
,1996,2C7,
,1996,2D,
,1996,2D1,
,1996,2D2,
,1996,2D3,
,1996,2D4,
,1996,2E,
,1996,2E1,
,1996,2E2,
,1996,2E3,
,1996,2E4,
,1996,2E5,
,1996,2F,
,1996,2F1,
,1996,2F2,
,1996,2F3,
,1996,2F4,
,1996,2F5,
,1996,2F6,
,1996,2G,
,1996,2G1,
,1996,2G2,
,1996,2G3,
,1996,2G4,
,1996,2H,
,1996,2H1,
,1996,2H2,
,1996,2H3,
,1996,3A,
,1996,3A1,
,1996,3A2,
,1996,3B,
,1996,3B1,
,1996,3B1A,
,1996,3B1B,
,1996,3B2,
,1996,3B2A,
,1996,3B2B,
,1996,3B3,
,1996,3B3A,
,1996,3B3B,
,1996,3B4,
,1996,3B4A,
,1996,3B4B,
,1996,3B5,
,1996,3B5A,
,1996,3B5B,
,1996,3B6,
,1996,3B6A,
,1996,3B6B,
,1996,3B6B1,
,1996,3B6B2,
,1996,3B6B3,
,1996,3B6B4,
,1996,3B6B5,
,1996,3C,
,1996,3C1,
,1996,3C2,
,1996,3C3,
,1996,3C4,
,1996,3C5,
,1996,3C6,
,1996,3C7,
,1996,3C8,
,1996,3D,
,1996,3D1,
,1996,3D2,
,1996,4A,
,1996,4A1,
,1996,4A2,
,1996,4A3,
,1996,4B,
,1996,4C,
,1996,4C1,
,1996,4C2,
,1996,4D,
,1996,4D1,
,1996,4D2,
,1996,4E,
,1996,5A,
,1996,5A1,
,1996,5A2,
,1997,0,
,1997,1,
,1997,2,
,1997,3,
,1997,4,
,1997,5,
,1997,1A,Coal
,1997,1A,Natural gas
,1997,1A,Oil
,1997,1A1,Coal
,1997,1A1,Natural gas
,1997,1A1,Oil
,1997,1A1A,Coal
,1997,1A1A,Natural gas
,1997,1A1A,Oil
,1997,1A1A1,Coal
,1997,1A1A1,Natural gas
,1997,1A1A1,Oil
,1997,1A1A2,Coal
,1997,1A1A2,Natural gas
,1997,1A1A2,Oil
,1997,1A1A3,Coal
,1997,1A1A3,Natural gas
,1997,1A1A3,Oil
,1997,1A1B,Coal
,1997,1A1B,Natural gas
,1997,1A1B,Oil
,1997,1A1C,Coal
,1997,1A1C,Natural gas
,1997,1A1C,Oil
,1997,1A2,Coal
,1997,1A2,Natural gas
,1997,1A2,Oil
,1997,1A2A,Coal
,1997,1A2A,Natural gas
,1997,1A2A,Oil
,1997,1A2B,Coal
,1997,1A2B,Natural gas
,1997,1A2B,Oil
,1997,1A2C,Coal
,1997,1A2C,Natural gas
,1997,1A2C,Oil
,1997,1A2D,Coal
,1997,1A2D,Natural gas
,1997,1A2D,Oil
,1997,1A2E,Coal
,1997,1A2E,Natural gas
,1997,1A2E,Oil
,1997,1A2F,Coal
,1997,1A2F,Natural gas
,1997,1A2F,Oil
,1997,1A2G,Coal
,1997,1A2G,Natural gas
,1997,1A2G,Oil
,1997,1A2H,Coal
,1997,1A2H,Natural gas
,1997,1A2H,Oil
,1997,1A2I,Coal
,1997,1A2I,Natural gas
,1997,1A2I,Oil
,1997,1A2J,Coal
,1997,1A2J,Natural gas
,1997,1A2J,Oil
,1997,1A2K,Coal
,1997,1A2K,Natural gas
,1997,1A2K,Oil
,1997,1A2L,Coal
,1997,1A2L,Natural gas
