jurisdiction,year,ipcc_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Japan,1989,0,,,,,,
Japan,1989,1,,,,,,
Japan,1989,1A,Coal/peat,,,,,
Japan,1989,1A,Natural gas,,,,,
Japan,1989,1A,Oil,,,,,
Japan,1989,1A1,Coal/peat,,,,,
Japan,1989,1A1,Natural gas,,,,,
Japan,1989,1A1,Oil,,,,,
Japan,1989,1A1A,Coal/peat,,,,,
Japan,1989,1A1A,Natural gas,,,,,
Japan,1989,1A1A,Oil,,,,,
Japan,1989,1A1A1,Coal/peat,,,,,
Japan,1989,1A1A1,Natural gas,,,,,
Japan,1989,1A1A1,Oil,,,,,
Japan,1989,1A1A2,Coal/peat,,,,,
Japan,1989,1A1A2,Natural gas,,,,,
Japan,1989,1A1A2,Oil,,,,,
Japan,1989,1A1A3,Coal/peat,,,,,
Japan,1989,1A1A3,Natural gas,,,,,
Japan,1989,1A1A3,Oil,,,,,
Japan,1989,1A1B,Coal/peat,,,,,
Japan,1989,1A1B,Natural gas,,,,,
Japan,1989,1A1B,Oil,,,,,
Japan,1989,1A1C,Coal/peat,,,,,
Japan,1989,1A1C,Natural gas,,,,,
Japan,1989,1A1C,Oil,,,,,
Japan,1989,1A2,Coal/peat,,,,,
Japan,1989,1A2,Natural gas,,,,,
Japan,1989,1A2,Oil,,,,,
Japan,1989,1A2A,Coal/peat,,,,,
Japan,1989,1A2A,Natural gas,,,,,
Japan,1989,1A2A,Oil,,,,,
Japan,1989,1A2B,Coal/peat,,,,,
Japan,1989,1A2B,Natural gas,,,,,
Japan,1989,1A2B,Oil,,,,,
Japan,1989,1A2C,Coal/peat,,,,,
Japan,1989,1A2C,Natural gas,,,,,
Japan,1989,1A2C,Oil,,,,,
Japan,1989,1A2D,Coal/peat,,,,,
Japan,1989,1A2D,Natural gas,,,,,
Japan,1989,1A2D,Oil,,,,,
Japan,1989,1A2E,Coal/peat,,,,,
Japan,1989,1A2E,Natural gas,,,,,
Japan,1989,1A2E,Oil,,,,,
Japan,1989,1A2F,Coal/peat,,,,,
Japan,1989,1A2F,Natural gas,,,,,
Japan,1989,1A2F,Oil,,,,,
Japan,1989,1A2G,Coal/peat,,,,,
Japan,1989,1A2G,Natural gas,,,,,
Japan,1989,1A2G,Oil,,,,,
Japan,1989,1A2H,Coal/peat,,,,,
Japan,1989,1A2H,Natural gas,,,,,
Japan,1989,1A2H,Oil,,,,,
Japan,1989,1A2I,Coal/peat,,,,,
Japan,1989,1A2I,Natural gas,,,,,
Japan,1989,1A2I,Oil,,,,,
Japan,1989,1A2J,Coal/peat,,,,,
Japan,1989,1A2J,Natural gas,,,,,
Japan,1989,1A2J,Oil,,,,,
Japan,1989,1A2K,Coal/peat,,,,,
Japan,1989,1A2K,Natural gas,,,,,
Japan,1989,1A2K,Oil,,,,,
Japan,1989,1A2L,Coal/peat,,,,,
Japan,1989,1A2L,Natural gas,,,,,
Japan,1989,1A2L,Oil,,,,,
Japan,1989,1A2M,Coal/peat,,,,,
Japan,1989,1A2M,Natural gas,,,,,
Japan,1989,1A2M,Oil,,,,,
Japan,1989,1A3,Coal/peat,,,,,
Japan,1989,1A3,Natural gas,,,,,
Japan,1989,1A3,Oil,,,,,
Japan,1989,1A3A,Coal/peat,,,,,
Japan,1989,1A3A,Natural gas,,,,,
Japan,1989,1A3A,Oil,,,,,
Japan,1989,1A3A1,Coal/peat,,,,,
Japan,1989,1A3A1,Natural gas,,,,,
Japan,1989,1A3A1,Oil,,,,,
Japan,1989,1A3A2,Coal/peat,,,,,
Japan,1989,1A3A2,Natural gas,,,,,
Japan,1989,1A3A2,Oil,,,,,
Japan,1989,1A3B,Coal/peat,,,,,
Japan,1989,1A3B,Natural gas,,,,,
Japan,1989,1A3B,Oil,,,,,
Japan,1989,1A3C,Coal/peat,,,,,
Japan,1989,1A3C,Natural gas,,,,,
Japan,1989,1A3C,Oil,,,,,
Japan,1989,1A3D,Coal/peat,,,,,
Japan,1989,1A3D,Natural gas,,,,,
Japan,1989,1A3D,Oil,,,,,
Japan,1989,1A3D1,Coal/peat,,,,,
Japan,1989,1A3D1,Natural gas,,,,,
Japan,1989,1A3D1,Oil,,,,,
Japan,1989,1A3D2,Coal/peat,,,,,
Japan,1989,1A3D2,Natural gas,,,,,
Japan,1989,1A3D2,Oil,,,,,
Japan,1989,1A3E,Coal/peat,,,,,
Japan,1989,1A3E,Natural gas,,,,,
Japan,1989,1A3E,Oil,,,,,
Japan,1989,1A3E1,Coal/peat,,,,,
Japan,1989,1A3E1,Natural gas,,,,,
Japan,1989,1A3E1,Oil,,,,,
Japan,1989,1A4,Coal/peat,,,,,
Japan,1989,1A4,Natural gas,,,,,
Japan,1989,1A4,Oil,,,,,
Japan,1989,1A4A,Coal/peat,,,,,
Japan,1989,1A4A,Natural gas,,,,,
Japan,1989,1A4A,Oil,,,,,
Japan,1989,1A4B,Coal/peat,,,,,
Japan,1989,1A4B,Natural gas,,,,,
Japan,1989,1A4B,Oil,,,,,
Japan,1989,1A4C,Coal/peat,,,,,
Japan,1989,1A4C,Natural gas,,,,,
Japan,1989,1A4C,Oil,,,,,
Japan,1989,1A4C1,Coal/peat,,,,,
Japan,1989,1A4C1,Natural gas,,,,,
Japan,1989,1A4C1,Oil,,,,,
Japan,1989,1A4C2,Coal/peat,,,,,
Japan,1989,1A4C2,Natural gas,,,,,
Japan,1989,1A4C2,Oil,,,,,
Japan,1989,1A4C3,Coal/peat,,,,,
Japan,1989,1A4C3,Natural gas,,,,,
Japan,1989,1A4C3,Oil,,,,,
Japan,1989,1A5,Coal/peat,,,,,
Japan,1989,1A5,Natural gas,,,,,
Japan,1989,1A5,Oil,,,,,
Japan,1989,1A5A,Coal/peat,,,,,
Japan,1989,1A5A,Natural gas,,,,,
Japan,1989,1A5A,Oil,,,,,
Japan,1989,1A5B,Coal/peat,,,,,
Japan,1989,1A5B,Natural gas,,,,,
Japan,1989,1A5B,Oil,,,,,
