Jurisdiction,Year,IPCC_cat_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
"Gambia, The",1989,0,,,,,,
"Gambia, The",1989,1,,,,,,
"Gambia, The",1989,1A,Coal/peat,,,,,
"Gambia, The",1989,1A,Natural gas,,,,,
"Gambia, The",1989,1A,Oil,,,,,
"Gambia, The",1989,1A1,Coal/peat,,,,,
"Gambia, The",1989,1A1,Natural gas,,,,,
"Gambia, The",1989,1A1,Oil,,,,,
"Gambia, The",1989,1A1A,Coal/peat,,,,,
"Gambia, The",1989,1A1A,Natural gas,,,,,
"Gambia, The",1989,1A1A,Oil,,,,,
"Gambia, The",1989,1A1A1,Coal/peat,,,,,
"Gambia, The",1989,1A1A1,Natural gas,,,,,
"Gambia, The",1989,1A1A1,Oil,,,,,
"Gambia, The",1989,1A1A2,Coal/peat,,,,,
"Gambia, The",1989,1A1A2,Natural gas,,,,,
"Gambia, The",1989,1A1A2,Oil,,,,,
"Gambia, The",1989,1A1A3,Coal/peat,,,,,
"Gambia, The",1989,1A1A3,Natural gas,,,,,
"Gambia, The",1989,1A1A3,Oil,,,,,
"Gambia, The",1989,1A1B,Coal/peat,,,,,
"Gambia, The",1989,1A1B,Natural gas,,,,,
"Gambia, The",1989,1A1B,Oil,,,,,
"Gambia, The",1989,1A1C,Coal/peat,,,,,
"Gambia, The",1989,1A1C,Natural gas,,,,,
"Gambia, The",1989,1A1C,Oil,,,,,
"Gambia, The",1989,1A2,Coal/peat,,,,,
"Gambia, The",1989,1A2,Natural gas,,,,,
"Gambia, The",1989,1A2,Oil,,,,,
"Gambia, The",1989,1A2A,Coal/peat,,,,,
"Gambia, The",1989,1A2A,Natural gas,,,,,
"Gambia, The",1989,1A2A,Oil,,,,,
"Gambia, The",1989,1A2B,Coal/peat,,,,,
"Gambia, The",1989,1A2B,Natural gas,,,,,
"Gambia, The",1989,1A2B,Oil,,,,,
"Gambia, The",1989,1A2C,Coal/peat,,,,,
"Gambia, The",1989,1A2C,Natural gas,,,,,
"Gambia, The",1989,1A2C,Oil,,,,,
"Gambia, The",1989,1A2D,Coal/peat,,,,,
"Gambia, The",1989,1A2D,Natural gas,,,,,
"Gambia, The",1989,1A2D,Oil,,,,,
"Gambia, The",1989,1A2E,Coal/peat,,,,,
"Gambia, The",1989,1A2E,Natural gas,,,,,
"Gambia, The",1989,1A2E,Oil,,,,,
"Gambia, The",1989,1A2F,Coal/peat,,,,,
"Gambia, The",1989,1A2F,Natural gas,,,,,
"Gambia, The",1989,1A2F,Oil,,,,,
"Gambia, The",1989,1A2G,Coal/peat,,,,,
"Gambia, The",1989,1A2G,Natural gas,,,,,
"Gambia, The",1989,1A2G,Oil,,,,,
"Gambia, The",1989,1A2H,Coal/peat,,,,,
"Gambia, The",1989,1A2H,Natural gas,,,,,
"Gambia, The",1989,1A2H,Oil,,,,,
"Gambia, The",1989,1A2I,Coal/peat,,,,,
