Jurisdiction,Year,IPCC_cat_code,Product,tax_dummy,ets_dummy,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
South Sudan,1989,0,,,,,,
South Sudan,1989,1,,,,,,
South Sudan,1989,1A,Coal/peat,,,,,
South Sudan,1989,1A,Natural gas,,,,,
South Sudan,1989,1A,Oil,,,,,
South Sudan,1989,1A1,Coal/peat,,,,,
South Sudan,1989,1A1,Natural gas,,,,,
South Sudan,1989,1A1,Oil,,,,,
South Sudan,1989,1A1A,Coal/peat,,,,,
South Sudan,1989,1A1A,Natural gas,,,,,
South Sudan,1989,1A1A,Oil,,,,,
South Sudan,1989,1A1A1,Coal/peat,,,,,
South Sudan,1989,1A1A1,Natural gas,,,,,
South Sudan,1989,1A1A1,Oil,,,,,
South Sudan,1989,1A1A2,Coal/peat,,,,,
South Sudan,1989,1A1A2,Natural gas,,,,,
South Sudan,1989,1A1A2,Oil,,,,,
South Sudan,1989,1A1A3,Coal/peat,,,,,
South Sudan,1989,1A1A3,Natural gas,,,,,
South Sudan,1989,1A1A3,Oil,,,,,
South Sudan,1989,1A1B,Coal/peat,,,,,
South Sudan,1989,1A1B,Natural gas,,,,,
South Sudan,1989,1A1B,Oil,,,,,
South Sudan,1989,1A1C,Coal/peat,,,,,
South Sudan,1989,1A1C,Natural gas,,,,,
South Sudan,1989,1A1C,Oil,,,,,
South Sudan,1989,1A2,Coal/peat,,,,,
South Sudan,1989,1A2,Natural gas,,,,,
South Sudan,1989,1A2,Oil,,,,,
South Sudan,1989,1A2A,Coal/peat,,,,,
South Sudan,1989,1A2A,Natural gas,,,,,
South Sudan,1989,1A2A,Oil,,,,,
South Sudan,1989,1A2B,Coal/peat,,,,,
South Sudan,1989,1A2B,Natural gas,,,,,
South Sudan,1989,1A2B,Oil,,,,,
South Sudan,1989,1A2C,Coal/peat,,,,,
South Sudan,1989,1A2C,Natural gas,,,,,
South Sudan,1989,1A2C,Oil,,,,,
South Sudan,1989,1A2D,Coal/peat,,,,,
South Sudan,1989,1A2D,Natural gas,,,,,
South Sudan,1989,1A2D,Oil,,,,,
South Sudan,1989,1A2E,Coal/peat,,,,,
South Sudan,1989,1A2E,Natural gas,,,,,
South Sudan,1989,1A2E,Oil,,,,,
South Sudan,1989,1A2F,Coal/peat,,,,,
South Sudan,1989,1A2F,Natural gas,,,,,
South Sudan,1989,1A2F,Oil,,,,,
South Sudan,1989,1A2G,Coal/peat,,,,,
South Sudan,1989,1A2G,Natural gas,,,,,
South Sudan,1989,1A2G,Oil,,,,,
South Sudan,1989,1A2H,Coal/peat,,,,,
South Sudan,1989,1A2H,Natural gas,,,,,
South Sudan,1989,1A2H,Oil,,,,,
South Sudan,1989,1A2I,Coal/peat,,,,,
South Sudan,1989,1A2I,Natural gas,,,,,
South Sudan,1989,1A2I,Oil,,,,,
South Sudan,1989,1A2J,Coal/peat,,,,,
South Sudan,1989,1A2J,Natural gas,,,,,
South Sudan,1989,1A2J,Oil,,,,,
South Sudan,1989,1A2K,Coal/peat,,,,,
South Sudan,1989,1A2K,Natural gas,,,,,
South Sudan,1989,1A2K,Oil,,,,,
South Sudan,1989,1A2L,Coal/peat,,,,,
South Sudan,1989,1A2L,Natural gas,,,,,
South Sudan,1989,1A2L,Oil,,,,,
South Sudan,1989,1A2M,Coal/peat,,,,,
South Sudan,1989,1A2M,Natural gas,,,,,
South Sudan,1989,1A2M,Oil,,,,,
South Sudan,1989,1A3,Coal/peat,,,,,
South Sudan,1989,1A3,Natural gas,,,,,
South Sudan,1989,1A3,Oil,,,,,
