jurisdiction,year,ipcc_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Kuwait,1989,0,,,,,,
Kuwait,1989,1,,,,,,
Kuwait,1989,1A,Coal/peat,,,,,
Kuwait,1989,1A,Natural gas,,,,,
Kuwait,1989,1A,Oil,,,,,
Kuwait,1989,1A1,Coal/peat,,,,,
Kuwait,1989,1A1,Natural gas,,,,,
Kuwait,1989,1A1,Oil,,,,,
Kuwait,1989,1A1A,Coal/peat,,,,,
Kuwait,1989,1A1A,Natural gas,,,,,
Kuwait,1989,1A1A,Oil,,,,,
Kuwait,1989,1A1A1,Coal/peat,,,,,
Kuwait,1989,1A1A1,Natural gas,,,,,
Kuwait,1989,1A1A1,Oil,,,,,
Kuwait,1989,1A1A2,Coal/peat,,,,,
Kuwait,1989,1A1A2,Natural gas,,,,,
Kuwait,1989,1A1A2,Oil,,,,,
Kuwait,1989,1A1A3,Coal/peat,,,,,
Kuwait,1989,1A1A3,Natural gas,,,,,
Kuwait,1989,1A1A3,Oil,,,,,
Kuwait,1989,1A1B,Coal/peat,,,,,
Kuwait,1989,1A1B,Natural gas,,,,,
Kuwait,1989,1A1B,Oil,,,,,
Kuwait,1989,1A1C,Coal/peat,,,,,
Kuwait,1989,1A1C,Natural gas,,,,,
Kuwait,1989,1A1C,Oil,,,,,
Kuwait,1989,1A2,Coal/peat,,,,,
Kuwait,1989,1A2,Natural gas,,,,,
Kuwait,1989,1A2,Oil,,,,,
Kuwait,1989,1A2A,Coal/peat,,,,,
Kuwait,1989,1A2A,Natural gas,,,,,
Kuwait,1989,1A2A,Oil,,,,,
Kuwait,1989,1A2B,Coal/peat,,,,,
Kuwait,1989,1A2B,Natural gas,,,,,
Kuwait,1989,1A2B,Oil,,,,,
Kuwait,1989,1A2C,Coal/peat,,,,,
Kuwait,1989,1A2C,Natural gas,,,,,
Kuwait,1989,1A2C,Oil,,,,,
Kuwait,1989,1A2D,Coal/peat,,,,,
Kuwait,1989,1A2D,Natural gas,,,,,
Kuwait,1989,1A2D,Oil,,,,,
Kuwait,1989,1A2E,Coal/peat,,,,,
Kuwait,1989,1A2E,Natural gas,,,,,
Kuwait,1989,1A2E,Oil,,,,,
Kuwait,1989,1A2F,Coal/peat,,,,,
Kuwait,1989,1A2F,Natural gas,,,,,
Kuwait,1989,1A2F,Oil,,,,,
Kuwait,1989,1A2G,Coal/peat,,,,,
Kuwait,1989,1A2G,Natural gas,,,,,
Kuwait,1989,1A2G,Oil,,,,,
Kuwait,1989,1A2H,Coal/peat,,,,,
Kuwait,1989,1A2H,Natural gas,,,,,
Kuwait,1989,1A2H,Oil,,,,,
Kuwait,1989,1A2I,Coal/peat,,,,,
Kuwait,1989,1A2I,Natural gas,,,,,
Kuwait,1989,1A2I,Oil,,,,,
Kuwait,1989,1A2J,Coal/peat,,,,,
Kuwait,1989,1A2J,Natural gas,,,,,
Kuwait,1989,1A2J,Oil,,,,,
Kuwait,1989,1A2K,Coal/peat,,,,,
Kuwait,1989,1A2K,Natural gas,,,,,
Kuwait,1989,1A2K,Oil,,,,,
Kuwait,1989,1A2L,Coal/peat,,,,,
Kuwait,1989,1A2L,Natural gas,,,,,
Kuwait,1989,1A2L,Oil,,,,,
Kuwait,1989,1A2M,Coal/peat,,,,,
Kuwait,1989,1A2M,Natural gas,,,,,
Kuwait,1989,1A2M,Oil,,,,,
Kuwait,1989,1A3,Coal/peat,,,,,
Kuwait,1989,1A3,Natural gas,,,,,
Kuwait,1989,1A3,Oil,,,,,
Kuwait,1989,1A3A,Coal/peat,,,,,
Kuwait,1989,1A3A,Natural gas,,,,,
Kuwait,1989,1A3A,Oil,,,,,
Kuwait,1989,1A3A1,Coal/peat,,,,,
Kuwait,1989,1A3A1,Natural gas,,,,,
Kuwait,1989,1A3A1,Oil,,,,,
Kuwait,1989,1A3A2,Coal/peat,,,,,
Kuwait,1989,1A3A2,Natural gas,,,,,
Kuwait,1989,1A3A2,Oil,,,,,
Kuwait,1989,1A3B,Coal/peat,,,,,
Kuwait,1989,1A3B,Natural gas,,,,,
Kuwait,1989,1A3B,Oil,,,,,
Kuwait,1989,1A3C,Coal/peat,,,,,
Kuwait,1989,1A3C,Natural gas,,,,,
Kuwait,1989,1A3C,Oil,,,,,
