Jurisdiction,Year,IPCC_cat_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Serbia,1989,0,,,,,,
Serbia,1989,1,,,,,,
Serbia,1989,1A,Coal/peat,,,,,
Serbia,1989,1A,Natural gas,,,,,
Serbia,1989,1A,Oil,,,,,
Serbia,1989,1A1,Coal/peat,,,,,
Serbia,1989,1A1,Natural gas,,,,,
Serbia,1989,1A1,Oil,,,,,
Serbia,1989,1A1A,Coal/peat,,,,,
Serbia,1989,1A1A,Natural gas,,,,,
Serbia,1989,1A1A,Oil,,,,,
Serbia,1989,1A1A1,Coal/peat,,,,,
Serbia,1989,1A1A1,Natural gas,,,,,
Serbia,1989,1A1A1,Oil,,,,,
Serbia,1989,1A1A2,Coal/peat,,,,,
Serbia,1989,1A1A2,Natural gas,,,,,
Serbia,1989,1A1A2,Oil,,,,,
Serbia,1989,1A1A3,Coal/peat,,,,,
Serbia,1989,1A1A3,Natural gas,,,,,
Serbia,1989,1A1A3,Oil,,,,,
Serbia,1989,1A1B,Coal/peat,,,,,
Serbia,1989,1A1B,Natural gas,,,,,
Serbia,1989,1A1B,Oil,,,,,
Serbia,1989,1A1C,Coal/peat,,,,,
Serbia,1989,1A1C,Natural gas,,,,,
Serbia,1989,1A1C,Oil,,,,,
Serbia,1989,1A2,Coal/peat,,,,,
Serbia,1989,1A2,Natural gas,,,,,
Serbia,1989,1A2,Oil,,,,,
Serbia,1989,1A2A,Coal/peat,,,,,
Serbia,1989,1A2A,Natural gas,,,,,
Serbia,1989,1A2A,Oil,,,,,
Serbia,1989,1A2B,Coal/peat,,,,,
Serbia,1989,1A2B,Natural gas,,,,,
Serbia,1989,1A2B,Oil,,,,,
Serbia,1989,1A2C,Coal/peat,,,,,
Serbia,1989,1A2C,Natural gas,,,,,
Serbia,1989,1A2C,Oil,,,,,
Serbia,1989,1A2D,Coal/peat,,,,,
Serbia,1989,1A2D,Natural gas,,,,,
Serbia,1989,1A2D,Oil,,,,,
Serbia,1989,1A2E,Coal/peat,,,,,
Serbia,1989,1A2E,Natural gas,,,,,
Serbia,1989,1A2E,Oil,,,,,
Serbia,1989,1A2F,Coal/peat,,,,,
Serbia,1989,1A2F,Natural gas,,,,,
Serbia,1989,1A2F,Oil,,,,,
Serbia,1989,1A2G,Coal/peat,,,,,
Serbia,1989,1A2G,Natural gas,,,,,
Serbia,1989,1A2G,Oil,,,,,
Serbia,1989,1A2H,Coal/peat,,,,,
Serbia,1989,1A2H,Natural gas,,,,,
Serbia,1989,1A2H,Oil,,,,,
Serbia,1989,1A2I,Coal/peat,,,,,
Serbia,1989,1A2I,Natural gas,,,,,
Serbia,1989,1A2I,Oil,,,,,
Serbia,1989,1A2J,Coal/peat,,,,,
Serbia,1989,1A2J,Natural gas,,,,,
Serbia,1989,1A2J,Oil,,,,,
Serbia,1989,1A2K,Coal/peat,,,,,
Serbia,1989,1A2K,Natural gas,,,,,
Serbia,1989,1A2K,Oil,,,,,
Serbia,1989,1A2L,Coal/peat,,,,,
Serbia,1989,1A2L,Natural gas,,,,,
Serbia,1989,1A2L,Oil,,,,,
Serbia,1989,1A2M,Coal/peat,,,,,
Serbia,1989,1A2M,Natural gas,,,,,
Serbia,1989,1A2M,Oil,,,,,
Serbia,1989,1A3,Coal/peat,,,,,
Serbia,1989,1A3,Natural gas,,,,,
Serbia,1989,1A3,Oil,,,,,
Serbia,1989,1A3A,Coal/peat,,,,,
Serbia,1989,1A3A,Natural gas,,,,,
Serbia,1989,1A3A,Oil,,,,,
Serbia,1989,1A3A1,Coal/peat,,,,,
Serbia,1989,1A3A1,Natural gas,,,,,
Serbia,1989,1A3A1,Oil,,,,,
Serbia,1989,1A3A2,Coal/peat,,,,,
Serbia,1989,1A3A2,Natural gas,,,,,
Serbia,1989,1A3A2,Oil,,,,,
Serbia,1989,1A3B,Coal/peat,,,,,
Serbia,1989,1A3B,Natural gas,,,,,
Serbia,1989,1A3B,Oil,,,,,
Serbia,1989,1A3C,Coal/peat,,,,,
Serbia,1989,1A3C,Natural gas,,,,,
Serbia,1989,1A3C,Oil,,,,,
Serbia,1989,1A3D,Coal/peat,,,,,
Serbia,1989,1A3D,Natural gas,,,,,
Serbia,1989,1A3D,Oil,,,,,
Serbia,1989,1A3D1,Coal/peat,,,,,
Serbia,1989,1A3D1,Natural gas,,,,,
Serbia,1989,1A3D1,Oil,,,,,
Serbia,1989,1A3D2,Coal/peat,,,,,
Serbia,1989,1A3D2,Natural gas,,,,,
Serbia,1989,1A3D2,Oil,,,,,
Serbia,1989,1A3E,Coal/peat,,,,,
Serbia,1989,1A3E,Natural gas,,,,,
Serbia,1989,1A3E,Oil,,,,,
Serbia,1989,1A3E1,Coal/peat,,,,,
Serbia,1989,1A3E1,Natural gas,,,,,
Serbia,1989,1A3E1,Oil,,,,,
Serbia,1989,1A4,Coal/peat,,,,,
Serbia,1989,1A4,Natural gas,,,,,
Serbia,1989,1A4,Oil,,,,,
Serbia,1989,1A4A,Coal/peat,,,,,
Serbia,1989,1A4A,Natural gas,,,,,
Serbia,1989,1A4A,Oil,,,,,
Serbia,1989,1A4B,Coal/peat,,,,,
Serbia,1989,1A4B,Natural gas,,,,,
Serbia,1989,1A4B,Oil,,,,,
Serbia,1989,1A4C,Coal/peat,,,,,
Serbia,1989,1A4C,Natural gas,,,,,
Serbia,1989,1A4C,Oil,,,,,
Serbia,1989,1A4C1,Coal/peat,,,,,
Serbia,1989,1A4C1,Natural gas,,,,,
