jurisdiction,year,ipcc_code,Product,tax_ex_rate,tax_ex_rate_sources
Tokyo,1989,0,,,
Tokyo,1989,1,,,
Tokyo,1989,1A,Coal,,
Tokyo,1989,1A,Natural gas,,
Tokyo,1989,1A,Oil,,
Tokyo,1989,1A1,Coal,,
Tokyo,1989,1A1,Natural gas,,
Tokyo,1989,1A1,Oil,,
Tokyo,1989,1A1A,Coal,,
Tokyo,1989,1A1A,Natural gas,,
Tokyo,1989,1A1A,Oil,,
Tokyo,1989,1A1A1,Coal,,
Tokyo,1989,1A1A1,Natural gas,,
Tokyo,1989,1A1A1,Oil,,
Tokyo,1989,1A1A2,Coal,,
Tokyo,1989,1A1A2,Natural gas,,
Tokyo,1989,1A1A2,Oil,,
Tokyo,1989,1A1A3,Coal,,
Tokyo,1989,1A1A3,Natural gas,,
Tokyo,1989,1A1A3,Oil,,
Tokyo,1989,1A1B,Coal,,
Tokyo,1989,1A1B,Natural gas,,
Tokyo,1989,1A1B,Oil,,
Tokyo,1989,1A1C,Coal,,
Tokyo,1989,1A1C,Natural gas,,
Tokyo,1989,1A1C,Oil,,
Tokyo,1989,1A2,Coal,,
Tokyo,1989,1A2,Natural gas,,
Tokyo,1989,1A2,Oil,,
Tokyo,1989,1A2A,Coal,,
Tokyo,1989,1A2A,Natural gas,,
Tokyo,1989,1A2A,Oil,,
Tokyo,1989,1A2B,Coal,,
Tokyo,1989,1A2B,Natural gas,,
Tokyo,1989,1A2B,Oil,,
Tokyo,1989,1A2C,Coal,,
Tokyo,1989,1A2C,Natural gas,,
Tokyo,1989,1A2C,Oil,,
Tokyo,1989,1A2D,Coal,,
Tokyo,1989,1A2D,Natural gas,,
Tokyo,1989,1A2D,Oil,,
Tokyo,1989,1A2E,Coal,,
Tokyo,1989,1A2E,Natural gas,,
Tokyo,1989,1A2E,Oil,,
Tokyo,1989,1A2F,Coal,,
Tokyo,1989,1A2F,Natural gas,,
Tokyo,1989,1A2F,Oil,,
Tokyo,1989,1A2G,Coal,,
Tokyo,1989,1A2G,Natural gas,,
Tokyo,1989,1A2G,Oil,,
Tokyo,1989,1A2H,Coal,,
Tokyo,1989,1A2H,Natural gas,,
Tokyo,1989,1A2H,Oil,,
Tokyo,1989,1A2I,Coal,,
Tokyo,1989,1A2I,Natural gas,,
Tokyo,1989,1A2I,Oil,,
Tokyo,1989,1A2J,Coal,,
Tokyo,1989,1A2J,Natural gas,,
Tokyo,1989,1A2J,Oil,,
Tokyo,1989,1A2K,Coal,,
Tokyo,1989,1A2K,Natural gas,,
Tokyo,1989,1A2K,Oil,,
Tokyo,1989,1A2L,Coal,,
Tokyo,1989,1A2L,Natural gas,,
Tokyo,1989,1A2L,Oil,,
Tokyo,1989,1A2M,Coal,,
Tokyo,1989,1A2M,Natural gas,,
Tokyo,1989,1A2M,Oil,,
Tokyo,1989,1A3,Coal,,
Tokyo,1989,1A3,Natural gas,,
Tokyo,1989,1A3,Oil,,
Tokyo,1989,1A3A,Coal,,
Tokyo,1989,1A3A,Natural gas,,
Tokyo,1989,1A3A,Oil,,
Tokyo,1989,1A3A1,Coal,,
Tokyo,1989,1A3A1,Natural gas,,
Tokyo,1989,1A3A1,Oil,,
Tokyo,1989,1A3A2,Coal,,
Tokyo,1989,1A3A2,Natural gas,,
Tokyo,1989,1A3A2,Oil,,
Tokyo,1989,1A3B,Coal,,
Tokyo,1989,1A3B,Natural gas,,
Tokyo,1989,1A3B,Oil,,
Tokyo,1989,1A3C,Coal,,
Tokyo,1989,1A3C,Natural gas,,
Tokyo,1989,1A3C,Oil,,
Tokyo,1989,1A3D,Coal,,
Tokyo,1989,1A3D,Natural gas,,
Tokyo,1989,1A3D,Oil,,
Tokyo,1989,1A3D1,Coal,,
Tokyo,1989,1A3D1,Natural gas,,
Tokyo,1989,1A3D1,Oil,,
Tokyo,1989,1A3D2,Coal,,
Tokyo,1989,1A3D2,Natural gas,,
Tokyo,1989,1A3D2,Oil,,
Tokyo,1989,1A3E,Coal,,
Tokyo,1989,1A3E,Natural gas,,
Tokyo,1989,1A3E,Oil,,
Tokyo,1989,1A3E1,Coal,,
Tokyo,1989,1A3E1,Natural gas,,
Tokyo,1989,1A3E1,Oil,,
Tokyo,1989,1A4,Coal,,
Tokyo,1989,1A4,Natural gas,,
Tokyo,1989,1A4,Oil,,
Tokyo,1989,1A4A,Coal,,
Tokyo,1989,1A4A,Natural gas,,
Tokyo,1989,1A4A,Oil,,
Tokyo,1989,1A4B,Coal,,
Tokyo,1989,1A4B,Natural gas,,
Tokyo,1989,1A4B,Oil,,
Tokyo,1989,1A4C,Coal,,
Tokyo,1989,1A4C,Natural gas,,
Tokyo,1989,1A4C,Oil,,
Tokyo,1989,1A4C1,Coal,,
Tokyo,1989,1A4C1,Natural gas,,
Tokyo,1989,1A4C1,Oil,,
Tokyo,1989,1A4C2,Coal,,
Tokyo,1989,1A4C2,Natural gas,,
Tokyo,1989,1A4C2,Oil,,
Tokyo,1989,1A4C3,Coal,,
