jurisdiction,year,ipcc_code,Product,tax_ex_rate,tax_ex_rate_sources
Miyagi,1989,0,,,
Miyagi,1989,1,,,
Miyagi,1989,1A,Coal,,
Miyagi,1989,1A,Natural gas,,
Miyagi,1989,1A,Oil,,
Miyagi,1989,1A1,Coal,,
Miyagi,1989,1A1,Natural gas,,
Miyagi,1989,1A1,Oil,,
Miyagi,1989,1A1A,Coal,,
Miyagi,1989,1A1A,Natural gas,,
Miyagi,1989,1A1A,Oil,,
Miyagi,1989,1A1A1,Coal,,
Miyagi,1989,1A1A1,Natural gas,,
Miyagi,1989,1A1A1,Oil,,
Miyagi,1989,1A1A2,Coal,,
Miyagi,1989,1A1A2,Natural gas,,
Miyagi,1989,1A1A2,Oil,,
Miyagi,1989,1A1A3,Coal,,
Miyagi,1989,1A1A3,Natural gas,,
Miyagi,1989,1A1A3,Oil,,
Miyagi,1989,1A1B,Coal,,
Miyagi,1989,1A1B,Natural gas,,
Miyagi,1989,1A1B,Oil,,
Miyagi,1989,1A1C,Coal,,
Miyagi,1989,1A1C,Natural gas,,
Miyagi,1989,1A1C,Oil,,
Miyagi,1989,1A2,Coal,,
Miyagi,1989,1A2,Natural gas,,
Miyagi,1989,1A2,Oil,,
Miyagi,1989,1A2A,Coal,,
Miyagi,1989,1A2A,Natural gas,,
Miyagi,1989,1A2A,Oil,,
Miyagi,1989,1A2B,Coal,,
Miyagi,1989,1A2B,Natural gas,,
Miyagi,1989,1A2B,Oil,,
Miyagi,1989,1A2C,Coal,,
Miyagi,1989,1A2C,Natural gas,,
Miyagi,1989,1A2C,Oil,,
Miyagi,1989,1A2D,Coal,,
Miyagi,1989,1A2D,Natural gas,,
Miyagi,1989,1A2D,Oil,,
Miyagi,1989,1A2E,Coal,,
Miyagi,1989,1A2E,Natural gas,,
Miyagi,1989,1A2E,Oil,,
Miyagi,1989,1A2F,Coal,,
Miyagi,1989,1A2F,Natural gas,,
Miyagi,1989,1A2F,Oil,,
Miyagi,1989,1A2G,Coal,,
Miyagi,1989,1A2G,Natural gas,,
Miyagi,1989,1A2G,Oil,,
Miyagi,1989,1A2H,Coal,,
Miyagi,1989,1A2H,Natural gas,,
Miyagi,1989,1A2H,Oil,,
Miyagi,1989,1A2I,Coal,,
Miyagi,1989,1A2I,Natural gas,,
Miyagi,1989,1A2I,Oil,,
Miyagi,1989,1A2J,Coal,,
Miyagi,1989,1A2J,Natural gas,,
Miyagi,1989,1A2J,Oil,,
Miyagi,1989,1A2K,Coal,,
Miyagi,1989,1A2K,Natural gas,,
Miyagi,1989,1A2K,Oil,,
Miyagi,1989,1A2L,Coal,,
Miyagi,1989,1A2L,Natural gas,,
Miyagi,1989,1A2L,Oil,,
Miyagi,1989,1A2M,Coal,,
Miyagi,1989,1A2M,Natural gas,,
Miyagi,1989,1A2M,Oil,,
Miyagi,1989,1A3,Coal,,
Miyagi,1989,1A3,Natural gas,,
Miyagi,1989,1A3,Oil,,
Miyagi,1989,1A3A,Coal,,
Miyagi,1989,1A3A,Natural gas,,
Miyagi,1989,1A3A,Oil,,
Miyagi,1989,1A3A1,Coal,,
Miyagi,1989,1A3A1,Natural gas,,
