Jurisdiction,Year,IPCC_cat_code,Product,tax_dummy,ets_dummy,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Somalia,1989,0,,,,,,
Somalia,1989,1,,,,,,
Somalia,1989,1A,Coal/peat,,,,,
Somalia,1989,1A,Natural gas,,,,,
Somalia,1989,1A,Oil,,,,,
Somalia,1989,1A1,Coal/peat,,,,,
Somalia,1989,1A1,Natural gas,,,,,
Somalia,1989,1A1,Oil,,,,,
Somalia,1989,1A1A,Coal/peat,,,,,
Somalia,1989,1A1A,Natural gas,,,,,
Somalia,1989,1A1A,Oil,,,,,
Somalia,1989,1A1A1,Coal/peat,,,,,
Somalia,1989,1A1A1,Natural gas,,,,,
Somalia,1989,1A1A1,Oil,,,,,
Somalia,1989,1A1A2,Coal/peat,,,,,
Somalia,1989,1A1A2,Natural gas,,,,,
Somalia,1989,1A1A2,Oil,,,,,
Somalia,1989,1A1A3,Coal/peat,,,,,
Somalia,1989,1A1A3,Natural gas,,,,,
Somalia,1989,1A1A3,Oil,,,,,
Somalia,1989,1A1B,Coal/peat,,,,,
Somalia,1989,1A1B,Natural gas,,,,,
Somalia,1989,1A1B,Oil,,,,,
Somalia,1989,1A1C,Coal/peat,,,,,
Somalia,1989,1A1C,Natural gas,,,,,
Somalia,1989,1A1C,Oil,,,,,
Somalia,1989,1A2,Coal/peat,,,,,
Somalia,1989,1A2,Natural gas,,,,,
Somalia,1989,1A2,Oil,,,,,
Somalia,1989,1A2A,Coal/peat,,,,,
Somalia,1989,1A2A,Natural gas,,,,,
Somalia,1989,1A2A,Oil,,,,,
Somalia,1989,1A2B,Coal/peat,,,,,
Somalia,1989,1A2B,Natural gas,,,,,
Somalia,1989,1A2B,Oil,,,,,
Somalia,1989,1A2C,Coal/peat,,,,,
Somalia,1989,1A2C,Natural gas,,,,,
Somalia,1989,1A2C,Oil,,,,,
Somalia,1989,1A2D,Coal/peat,,,,,
Somalia,1989,1A2D,Natural gas,,,,,
Somalia,1989,1A2D,Oil,,,,,
Somalia,1989,1A2E,Coal/peat,,,,,
